order_id,order_date,promised_dispatch_date,actual_dispatch_date,lines_ordered,lines_shipped
SO-001906,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001907,2025-07-26,2025-07-26,2025-07-26,8,8
SO-001908,2025-07-26,2025-07-26,2025-07-26,8,8
SO-001909,2025-07-26,2025-07-26,2025-07-27,6,6
SO-001910,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001911,2025-07-26,2025-07-26,2025-07-26,1,1
SO-001912,2025-07-26,2025-07-26,2025-07-26,4,4
SO-001913,2025-07-26,2025-07-26,2025-07-26,10,10
SO-001914,2025-07-26,2025-07-26,2025-07-26,2,2
SO-001915,2025-07-26,2025-07-26,2025-07-26,4,4
SO-001916,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001917,2025-07-26,2025-07-26,2025-07-26,1,1
SO-001918,2025-07-26,2025-07-26,2025-07-26,9,9
SO-001919,2025-07-26,2025-07-26,2025-07-26,4,4
SO-001920,2025-07-26,2025-07-26,2025-07-26,4,4
SO-001921,2025-07-26,2025-07-26,2025-07-26,17,17
SO-001922,2025-07-26,2025-07-26,2025-07-26,9,9
SO-001923,2025-07-26,2025-07-26,2025-07-26,9,9
SO-001924,2025-07-26,2025-07-26,2025-07-26,16,16
SO-001925,2025-07-26,2025-07-26,2025-07-26,17,14
SO-001926,2025-07-26,2025-07-26,2025-07-27,24,24
SO-001927,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001928,2025-07-26,2025-07-26,2025-07-26,10,10
SO-001929,2025-07-26,2025-07-26,2025-07-26,2,2
SO-001930,2025-07-26,2025-07-26,2025-07-26,5,5
SO-001931,2025-07-26,2025-07-26,2025-07-26,14,14
SO-001932,2025-07-26,2025-07-26,2025-07-26,7,7
SO-001933,2025-07-26,2025-07-26,2025-07-26,10,10
SO-001934,2025-07-26,2025-07-26,2025-07-26,2,2
SO-001935,2025-07-26,2025-07-26,2025-07-26,5,5
SO-001936,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001937,2025-07-26,2025-07-26,2025-07-26,10,10
SO-001938,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001939,2025-07-26,2025-07-26,2025-07-26,13,13
SO-001940,2025-07-26,2025-07-26,2025-07-27,10,10
SO-001941,2025-07-26,2025-07-26,2025-07-26,17,17
SO-001942,2025-07-26,2025-07-26,2025-07-26,8,8
SO-001943,2025-07-26,2025-07-26,2025-07-26,10,10
SO-001944,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001945,2025-07-26,2025-07-26,2025-07-26,4,4
SO-001946,2025-07-26,2025-07-26,2025-07-26,7,7
SO-001947,2025-07-26,2025-07-26,2025-07-26,2,2
SO-001948,2025-07-26,2025-07-26,2025-07-26,8,8
SO-001949,2025-07-26,2025-07-26,2025-07-26,6,6
SO-001950,2025-07-26,2025-07-26,2025-07-26,3,3
SO-001951,2025-07-26,2025-07-26,2025-07-26,8,8
SO-001952,2025-07-26,2025-07-26,2025-07-26,8,8
SO-001953,2025-07-26,2025-07-26,2025-07-26,1,1
SO-001954,2025-07-26,2025-07-26,2025-07-26,4,4
SO-001955,2025-07-26,2025-07-26,2025-07-26,7,7
SO-001956,2025-07-28,2025-07-28,2025-07-29,14,14
SO-001957,2025-07-28,2025-07-28,2025-07-28,15,15
SO-001958,2025-07-28,2025-07-28,2025-07-28,3,3
SO-001959,2025-07-28,2025-07-28,2025-07-28,11,11
SO-001960,2025-07-28,2025-07-28,2025-07-28,5,5
SO-001961,2025-07-28,2025-07-28,2025-07-28,2,2
SO-001962,2025-07-28,2025-07-28,2025-07-28,7,7
SO-001963,2025-07-28,2025-07-28,2025-07-28,7,7
SO-001964,2025-07-28,2025-07-28,2025-07-28,1,1
SO-001965,2025-07-28,2025-07-28,2025-07-28,7,7
SO-001966,2025-07-28,2025-07-28,2025-07-28,11,11
SO-001967,2025-07-28,2025-07-28,2025-07-28,2,2
SO-001968,2025-07-28,2025-07-28,2025-07-28,1,1
SO-001969,2025-07-28,2025-07-28,2025-07-28,6,6
SO-001970,2025-07-28,2025-07-28,2025-07-28,2,2
SO-001971,2025-07-28,2025-07-28,2025-07-28,5,5
SO-001972,2025-07-28,2025-07-28,2025-07-28,3,3
SO-001973,2025-07-28,2025-07-28,2025-07-28,4,4
SO-001974,2025-07-28,2025-07-28,2025-07-28,2,1
SO-001975,2025-07-28,2025-07-28,2025-07-28,2,2
SO-001976,2025-07-28,2025-07-28,2025-07-28,4,4
SO-001977,2025-07-28,2025-07-28,2025-07-28,15,15
SO-001978,2025-07-28,2025-07-28,2025-07-28,9,9
SO-001979,2025-07-28,2025-07-28,2025-07-28,5,5
SO-001980,2025-07-28,2025-07-28,2025-07-28,3,3
SO-001981,2025-07-28,2025-07-28,2025-07-28,6,6
SO-001982,2025-07-28,2025-07-28,2025-07-28,7,7
SO-001983,2025-07-28,2025-07-28,2025-07-29,5,5
SO-001984,2025-07-28,2025-07-28,2025-07-28,7,7
SO-001985,2025-07-28,2025-07-28,2025-07-28,1,1
SO-001986,2025-07-28,2025-07-28,2025-07-29,4,4
SO-001987,2025-07-28,2025-07-28,2025-07-28,10,10
SO-001988,2025-07-28,2025-07-28,2025-07-28,10,10
SO-001989,2025-07-28,2025-07-28,2025-07-28,2,2
SO-001990,2025-07-28,2025-07-28,2025-07-28,11,11
SO-001991,2025-07-28,2025-07-28,2025-07-28,3,3
SO-001992,2025-07-28,2025-07-28,2025-07-28,9,9
SO-001993,2025-07-28,2025-07-28,2025-07-28,13,13
SO-001994,2025-07-28,2025-07-28,2025-07-28,5,5
SO-001995,2025-07-28,2025-07-28,2025-07-28,3,3
SO-001996,2025-07-28,2025-07-28,2025-07-28,7,7
SO-001997,2025-07-28,2025-07-28,2025-07-28,3,3
SO-001998,2025-07-28,2025-07-28,2025-07-28,10,10
SO-001999,2025-07-28,2025-07-28,2025-07-29,3,3
SO-002000,2025-07-28,2025-07-28,2025-07-28,12,12
SO-002001,2025-07-28,2025-07-28,2025-07-29,5,5
SO-002002,2025-07-28,2025-07-28,2025-07-29,13,13
SO-002003,2025-07-28,2025-07-28,2025-07-28,10,10
SO-002004,2025-07-28,2025-07-28,2025-07-28,4,4
SO-002005,2025-07-28,2025-07-28,2025-07-28,2,2
SO-002006,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002007,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002008,2025-07-28,2025-07-28,2025-07-28,6,5
SO-002009,2025-07-28,2025-07-28,2025-07-28,6,5
SO-002010,2025-07-28,2025-07-28,2025-07-28,7,7
SO-002011,2025-07-28,2025-07-28,2025-07-28,4,4
SO-002012,2025-07-28,2025-07-28,2025-07-28,6,6
SO-002013,2025-07-28,2025-07-28,2025-07-28,8,8
SO-002014,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002015,2025-07-28,2025-07-28,2025-07-28,7,7
SO-002016,2025-07-28,2025-07-28,2025-07-28,6,6
SO-002017,2025-07-28,2025-07-28,2025-07-28,3,3
SO-002018,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002019,2025-07-28,2025-07-28,2025-07-28,9,9
SO-002020,2025-07-28,2025-07-28,2025-07-28,2,2
SO-002021,2025-07-28,2025-07-28,2025-07-28,8,8
SO-002022,2025-07-28,2025-07-28,2025-07-29,3,3
SO-002023,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002024,2025-07-28,2025-07-28,2025-07-29,11,11
SO-002025,2025-07-28,2025-07-28,2025-07-28,17,17
SO-002026,2025-07-28,2025-07-28,2025-07-29,7,6
SO-002027,2025-07-28,2025-07-28,2025-07-29,10,10
SO-002028,2025-07-28,2025-07-28,2025-07-28,25,25
SO-002029,2025-07-28,2025-07-28,2025-07-28,2,2
SO-002030,2025-07-28,2025-07-28,2025-07-28,8,8
SO-002031,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002032,2025-07-28,2025-07-28,2025-07-28,8,8
SO-002033,2025-07-28,2025-07-28,2025-07-28,6,6
SO-002034,2025-07-28,2025-07-28,2025-07-28,4,4
SO-002035,2025-07-28,2025-07-28,2025-07-28,11,11
SO-002036,2025-07-28,2025-07-28,2025-07-28,8,8
SO-002037,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002038,2025-07-28,2025-07-28,2025-07-28,1,1
SO-002039,2025-07-28,2025-07-28,2025-07-28,3,3
SO-002040,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002041,2025-07-28,2025-07-28,2025-07-28,3,3
SO-002042,2025-07-28,2025-07-28,2025-07-28,1,1
SO-002043,2025-07-28,2025-07-28,2025-07-28,11,11
SO-002044,2025-07-28,2025-07-28,2025-07-29,4,4
SO-002045,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002046,2025-07-28,2025-07-28,2025-07-28,9,9
SO-002047,2025-07-28,2025-07-28,2025-07-28,10,10
SO-002048,2025-07-28,2025-07-28,2025-07-29,3,3
SO-002049,2025-07-28,2025-07-28,2025-07-28,3,3
SO-002050,2025-07-28,2025-07-28,2025-07-28,10,10
SO-002051,2025-07-28,2025-07-28,2025-07-28,1,1
SO-002052,2025-07-28,2025-07-28,2025-07-28,5,5
SO-002053,2025-07-28,2025-07-28,2025-07-28,3,3
SO-002054,2025-07-28,2025-07-28,2025-07-29,16,16
SO-002055,2025-07-28,2025-07-28,2025-07-28,4,4
SO-002056,2025-07-29,2025-07-29,2025-07-29,13,13
SO-002057,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002058,2025-07-29,2025-07-29,2025-07-29,24,24
SO-002059,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002060,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002061,2025-07-29,2025-07-29,2025-07-29,6,6
SO-002062,2025-07-29,2025-07-29,2025-07-29,13,13
SO-002063,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002064,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002065,2025-07-29,2025-07-29,2025-07-29,15,15
SO-002066,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002067,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002068,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002069,2025-07-29,2025-07-29,2025-07-29,14,14
SO-002070,2025-07-29,2025-07-29,2025-07-29,19,19
SO-002071,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002072,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002073,2025-07-29,2025-07-29,2025-07-29,6,6
SO-002074,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002075,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002076,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002077,2025-07-29,2025-07-29,2025-07-29,9,9
SO-002078,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002079,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002080,2025-07-29,2025-07-29,2025-07-29,8,8
SO-002081,2025-07-29,2025-07-29,2025-07-29,13,13
SO-002082,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002083,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002084,2025-07-29,2025-07-29,2025-07-29,13,13
SO-002085,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002086,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002087,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002088,2025-07-29,2025-07-29,2025-07-29,2,2
SO-002089,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002090,2025-07-29,2025-07-29,2025-07-29,8,8
SO-002091,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002092,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002093,2025-07-29,2025-07-29,2025-07-29,1,1
SO-002094,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002095,2025-07-29,2025-07-29,2025-07-29,14,14
SO-002096,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002097,2025-07-29,2025-07-29,2025-07-29,8,8
SO-002098,2025-07-29,2025-07-29,2025-07-29,6,6
SO-002099,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002100,2025-07-29,2025-07-29,2025-07-29,15,15
SO-002101,2025-07-29,2025-07-29,2025-07-29,8,7
SO-002102,2025-07-29,2025-07-29,2025-07-29,15,15
SO-002103,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002104,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002105,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002106,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002107,2025-07-29,2025-07-29,2025-07-29,6,6
SO-002108,2025-07-29,2025-07-29,2025-07-29,6,5
SO-002109,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002110,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002111,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002112,2025-07-29,2025-07-29,2025-07-29,2,2
SO-002113,2025-07-29,2025-07-29,2025-07-30,1,1
SO-002114,2025-07-29,2025-07-29,2025-07-29,2,2
SO-002115,2025-07-29,2025-07-29,2025-07-29,14,14
SO-002116,2025-07-29,2025-07-29,2025-07-30,9,9
SO-002117,2025-07-29,2025-07-29,2025-07-29,2,2
SO-002118,2025-07-29,2025-07-29,2025-07-29,17,17
SO-002119,2025-07-29,2025-07-29,2025-07-29,23,23
SO-002120,2025-07-29,2025-07-29,2025-07-29,6,6
SO-002121,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002122,2025-07-29,2025-07-29,2025-07-30,6,6
SO-002123,2025-07-29,2025-07-29,2025-07-29,9,9
SO-002124,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002125,2025-07-29,2025-07-29,2025-07-29,6,6
SO-002126,2025-07-29,2025-07-29,2025-07-29,2,2
SO-002127,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002128,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002129,2025-07-29,2025-07-29,2025-07-29,22,22
SO-002130,2025-07-29,2025-07-29,2025-07-29,10,10
SO-002131,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002132,2025-07-29,2025-07-29,2025-07-29,12,12
SO-002133,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002134,2025-07-29,2025-07-29,2025-07-29,17,17
SO-002135,2025-07-29,2025-07-29,2025-07-29,8,8
SO-002136,2025-07-29,2025-07-29,2025-07-29,11,11
SO-002137,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002138,2025-07-29,2025-07-29,2025-07-29,9,9
SO-002139,2025-07-29,2025-07-29,2025-07-29,19,19
SO-002140,2025-07-29,2025-07-29,2025-07-29,5,5
SO-002141,2025-07-29,2025-07-29,2025-07-29,9,9
SO-002142,2025-07-29,2025-07-29,2025-07-29,14,14
SO-002143,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002144,2025-07-29,2025-07-29,2025-07-29,14,14
SO-002145,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002146,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002147,2025-07-29,2025-07-29,2025-07-29,9,9
SO-002148,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002149,2025-07-29,2025-07-29,2025-07-29,4,4
SO-002150,2025-07-29,2025-07-29,2025-07-29,20,20
SO-002151,2025-07-29,2025-07-29,2025-07-29,2,2
SO-002152,2025-07-29,2025-07-29,2025-07-29,3,3
SO-002153,2025-07-29,2025-07-29,2025-07-29,7,7
SO-002154,2025-07-29,2025-07-29,2025-07-29,13,13
SO-002155,2025-07-29,2025-07-29,2025-07-29,9,9
SO-002156,2025-07-30,2025-07-30,2025-07-30,11,11
SO-002157,2025-07-30,2025-07-30,2025-07-30,2,2
SO-002158,2025-07-30,2025-07-30,2025-07-30,11,11
SO-002159,2025-07-30,2025-07-30,2025-07-30,4,4
SO-002160,2025-07-30,2025-07-30,2025-07-30,12,12
SO-002161,2025-07-30,2025-07-30,2025-07-30,11,11
SO-002162,2025-07-30,2025-07-30,2025-07-30,24,24
SO-002163,2025-07-30,2025-07-30,2025-07-30,2,2
SO-002164,2025-07-30,2025-07-30,2025-07-30,22,22
SO-002165,2025-07-30,2025-07-30,2025-07-30,14,14
SO-002166,2025-07-30,2025-07-30,2025-07-30,12,12
SO-002167,2025-07-30,2025-07-30,2025-07-30,30,30
SO-002168,2025-07-30,2025-07-30,2025-07-30,21,21
SO-002169,2025-07-30,2025-07-30,2025-07-30,17,17
SO-002170,2025-07-30,2025-07-30,2025-07-30,10,10
SO-002171,2025-07-30,2025-07-30,2025-07-30,8,8
SO-002172,2025-07-30,2025-07-30,2025-07-30,2,2
SO-002173,2025-07-30,2025-07-30,2025-07-30,15,15
SO-002174,2025-07-30,2025-07-30,2025-07-30,13,13
SO-002175,2025-07-30,2025-07-30,2025-07-30,4,3
SO-002176,2025-07-30,2025-07-30,2025-07-30,5,5
SO-002177,2025-07-30,2025-07-30,2025-07-30,15,13
SO-002178,2025-07-30,2025-07-30,2025-07-30,13,13
SO-002179,2025-07-30,2025-07-30,2025-07-30,12,12
SO-002180,2025-07-30,2025-07-30,2025-07-30,10,10
SO-002181,2025-07-30,2025-07-30,2025-07-30,5,5
SO-002182,2025-07-30,2025-07-30,2025-07-30,6,6
SO-002183,2025-07-30,2025-07-30,2025-07-30,8,8
SO-002184,2025-07-30,2025-07-30,2025-07-30,2,2
SO-002185,2025-07-30,2025-07-30,2025-07-30,9,9
SO-002186,2025-07-30,2025-07-30,2025-07-30,15,15
SO-002187,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002188,2025-07-30,2025-07-30,2025-07-31,8,8
SO-002189,2025-07-30,2025-07-30,2025-07-30,2,2
SO-002190,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002191,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002192,2025-07-30,2025-07-30,2025-07-30,7,7
SO-002193,2025-07-30,2025-07-30,2025-07-30,2,2
SO-002194,2025-07-30,2025-07-30,2025-07-30,22,22
SO-002195,2025-07-30,2025-07-30,2025-07-30,2,1
SO-002196,2025-07-30,2025-07-30,2025-07-30,7,7
SO-002197,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002198,2025-07-30,2025-07-30,2025-07-30,7,7
SO-002199,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002200,2025-07-30,2025-07-30,2025-07-30,19,19
SO-002201,2025-07-30,2025-07-30,2025-07-30,7,7
SO-002202,2025-07-30,2025-07-30,2025-07-30,16,16
SO-002203,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002204,2025-07-30,2025-07-30,2025-07-30,6,6
SO-002205,2025-07-30,2025-07-30,2025-07-30,12,12
SO-002206,2025-07-30,2025-07-30,2025-07-30,10,10
SO-002207,2025-07-30,2025-07-30,2025-07-31,15,15
SO-002208,2025-07-30,2025-07-30,2025-07-30,2,2
SO-002209,2025-07-30,2025-07-30,2025-07-30,10,10
SO-002210,2025-07-30,2025-07-30,2025-07-30,4,4
SO-002211,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002212,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002213,2025-07-30,2025-07-30,2025-07-30,17,17
SO-002214,2025-07-30,2025-07-30,2025-07-30,23,23
SO-002215,2025-07-30,2025-07-30,2025-07-30,5,5
SO-002216,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002217,2025-07-30,2025-07-30,2025-07-30,20,20
SO-002218,2025-07-30,2025-07-30,2025-07-30,1,1
SO-002219,2025-07-30,2025-07-30,2025-07-30,12,12
SO-002220,2025-07-30,2025-07-30,2025-07-30,1,1
SO-002221,2025-07-30,2025-07-30,2025-07-30,7,7
SO-002222,2025-07-30,2025-07-30,2025-07-30,9,9
SO-002223,2025-07-30,2025-07-30,2025-07-30,18,18
SO-002224,2025-07-30,2025-07-30,2025-07-30,6,6
SO-002225,2025-07-30,2025-07-30,2025-07-30,13,13
SO-002226,2025-07-30,2025-07-30,2025-07-30,10,10
SO-002227,2025-07-30,2025-07-30,2025-07-30,7,7
SO-002228,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002229,2025-07-30,2025-07-30,2025-07-30,11,11
SO-002230,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002231,2025-07-30,2025-07-30,2025-07-30,4,4
SO-002232,2025-07-30,2025-07-30,2025-07-30,3,3
SO-002233,2025-07-30,2025-07-30,2025-07-30,9,9
SO-002234,2025-07-30,2025-07-30,2025-07-30,1,1
SO-002235,2025-07-31,2025-07-31,2025-07-31,6,6
SO-002236,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002237,2025-07-31,2025-07-31,2025-07-31,5,5
SO-002238,2025-07-31,2025-07-31,2025-08-01,9,9
SO-002239,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002240,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002241,2025-07-31,2025-07-31,2025-07-31,1,1
SO-002242,2025-07-31,2025-07-31,2025-07-31,6,6
SO-002243,2025-07-31,2025-07-31,2025-07-31,23,23
SO-002244,2025-07-31,2025-07-31,2025-07-31,6,6
SO-002245,2025-07-31,2025-07-31,2025-07-31,5,5
SO-002246,2025-07-31,2025-07-31,2025-07-31,8,8
SO-002247,2025-07-31,2025-07-31,2025-07-31,5,5
SO-002248,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002249,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002250,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002251,2025-07-31,2025-07-31,2025-07-31,9,9
SO-002252,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002253,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002254,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002255,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002256,2025-07-31,2025-07-31,2025-07-31,13,13
SO-002257,2025-07-31,2025-07-31,2025-07-31,12,12
SO-002258,2025-07-31,2025-07-31,2025-07-31,6,6
SO-002259,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002260,2025-07-31,2025-07-31,2025-07-31,17,17
SO-002261,2025-07-31,2025-07-31,2025-07-31,13,13
SO-002262,2025-07-31,2025-07-31,2025-07-31,8,8
SO-002263,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002264,2025-07-31,2025-07-31,2025-07-31,23,23
SO-002265,2025-07-31,2025-07-31,2025-07-31,2,2
SO-002266,2025-07-31,2025-07-31,2025-07-31,2,2
SO-002267,2025-07-31,2025-07-31,2025-07-31,12,12
SO-002268,2025-07-31,2025-07-31,2025-07-31,21,21
SO-002269,2025-07-31,2025-07-31,2025-07-31,9,9
SO-002270,2025-07-31,2025-07-31,2025-07-31,5,5
SO-002271,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002272,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002273,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002274,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002275,2025-07-31,2025-07-31,2025-08-01,2,2
SO-002276,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002277,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002278,2025-07-31,2025-07-31,2025-07-31,9,9
SO-002279,2025-07-31,2025-07-31,2025-08-01,25,25
SO-002280,2025-07-31,2025-07-31,2025-07-31,16,16
SO-002281,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002282,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002283,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002284,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002285,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002286,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002287,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002288,2025-07-31,2025-07-31,2025-07-31,1,1
SO-002289,2025-07-31,2025-07-31,2025-08-01,9,9
SO-002290,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002291,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002292,2025-07-31,2025-07-31,2025-07-31,8,8
SO-002293,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002294,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002295,2025-07-31,2025-07-31,2025-07-31,6,6
SO-002296,2025-07-31,2025-07-31,2025-07-31,13,13
SO-002297,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002298,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002299,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002300,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002301,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002302,2025-07-31,2025-07-31,2025-07-31,7,7
SO-002303,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002304,2025-07-31,2025-07-31,2025-07-31,17,17
SO-002305,2025-07-31,2025-07-31,2025-07-31,5,5
SO-002306,2025-07-31,2025-07-31,2025-07-31,6,6
SO-002307,2025-07-31,2025-07-31,2025-07-31,18,18
SO-002308,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002309,2025-07-31,2025-07-31,2025-08-01,4,4
SO-002310,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002311,2025-07-31,2025-07-31,2025-07-31,9,9
SO-002312,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002313,2025-07-31,2025-07-31,2025-07-31,3,3
SO-002314,2025-07-31,2025-07-31,2025-07-31,29,29
SO-002315,2025-07-31,2025-07-31,2025-07-31,10,10
SO-002316,2025-07-31,2025-07-31,2025-07-31,9,9
SO-002317,2025-07-31,2025-07-31,2025-07-31,4,4
SO-002318,2025-07-31,2025-07-31,2025-07-31,8,8
SO-002319,2025-07-31,2025-07-31,2025-07-31,18,18
SO-002320,2025-07-31,2025-07-31,2025-07-31,19,19
SO-002321,2025-08-01,2025-08-01,2025-08-01,12,12
SO-002322,2025-08-01,2025-08-01,2025-08-01,4,4
SO-002323,2025-08-01,2025-08-01,2025-08-01,3,3
SO-002324,2025-08-01,2025-08-01,2025-08-01,2,2
SO-002325,2025-08-01,2025-08-01,2025-08-01,8,8
SO-002326,2025-08-01,2025-08-01,2025-08-01,4,4
SO-002327,2025-08-01,2025-08-01,2025-08-01,6,6
SO-002328,2025-08-01,2025-08-01,2025-08-01,6,6
SO-002329,2025-08-01,2025-08-01,2025-08-01,9,9
SO-002330,2025-08-01,2025-08-01,2025-08-01,3,3
SO-002331,2025-08-01,2025-08-01,2025-08-01,7,7
SO-002332,2025-08-01,2025-08-01,2025-08-01,4,4
SO-002333,2025-08-01,2025-08-01,2025-08-01,2,2
SO-002334,2025-08-01,2025-08-01,2025-08-01,6,6
SO-002335,2025-08-01,2025-08-01,2025-08-01,8,8
SO-002336,2025-08-01,2025-08-01,2025-08-01,2,2
SO-002337,2025-08-01,2025-08-01,2025-08-01,14,14
SO-002338,2025-08-01,2025-08-01,2025-08-01,25,25
SO-002339,2025-08-01,2025-08-01,2025-08-01,4,4
SO-002340,2025-08-01,2025-08-01,2025-08-01,2,2
SO-002341,2025-08-01,2025-08-01,2025-08-01,6,6
SO-002342,2025-08-01,2025-08-01,2025-08-01,3,3
SO-002343,2025-08-01,2025-08-01,2025-08-01,6,6
SO-002344,2025-08-01,2025-08-01,2025-08-01,5,5
SO-002345,2025-08-01,2025-08-01,2025-08-01,3,3
SO-002346,2025-08-01,2025-08-01,2025-08-01,17,17
SO-002347,2025-08-01,2025-08-01,2025-08-01,5,5
SO-002348,2025-08-01,2025-08-01,2025-08-01,3,3
SO-002349,2025-08-01,2025-08-01,2025-08-01,1,1
SO-002350,2025-08-01,2025-08-01,2025-08-01,7,7
SO-002351,2025-08-01,2025-08-01,2025-08-01,6,6
SO-002352,2025-08-01,2025-08-01,2025-08-01,6,6
SO-002353,2025-08-01,2025-08-01,2025-08-01,8,8
SO-002354,2025-08-01,2025-08-01,2025-08-01,10,10
SO-002355,2025-08-01,2025-08-01,2025-08-01,10,10
