session_date,operative_id,zone,hours_worked,lines_picked,units_picked,mispicks
2025-10-25,OP-033,Ambient Pick,2.02,162,319,0
2025-10-25,OP-034,Ambient Pick,7.8,648,1395,2
2025-10-25,OP-035,Ambient Pick,6.94,512,882,7
2025-10-25,OP-036,Ambient Pick,7.51,814,2735,1
2025-10-25,OP-037,Chilled Pick,3.08,177,485,3
2025-10-25,OP-037,Bulk,3.5,154,474,2
2025-10-25,OP-038,Chilled Pick,8.03,402,801,2
2025-10-25,OP-040,Returns,7.02,292,620,6
2025-10-25,OP-041,Ambient Pick,7.59,486,1156,2
2025-10-25,OP-042,Chilled Pick,7.22,460,1330,9
2025-10-25,OP-044,Bulk,7.19,202,440,0
2025-10-25,OP-046,Ambient Pick,5.27,388,1270,1
2025-10-25,OP-046,Returns,2.36,65,179,0
2025-10-25,OP-048,Ambient Pick,7.85,587,1353,3
2025-10-27,OP-003,Ambient Pick,6.65,532,1737,5
2025-10-27,OP-004,Bulk,7.16,338,1025,0
2025-10-27,OP-009,Ambient Pick,4.89,399,829,4
2025-10-27,OP-009,Chilled Pick,3.1,187,531,2
2025-10-27,OP-010,Chilled Pick,7.51,510,852,1
2025-10-27,OP-012,Ambient Pick,7.88,856,2609,7
2025-10-27,OP-013,Chilled Pick,6.71,477,1236,7
2025-10-27,OP-014,Ambient Pick,4.49,385,851,0
2025-10-27,OP-014,Bulk,1.9,91,284,0
2025-10-27,OP-015,Bulk,3.62,88,296,1
2025-10-27,OP-015,Ambient Pick,4.04,162,367,1
2025-10-27,OP-017,Returns,7.17,346,891,7
2025-10-27,OP-018,Bulk,3.59,183,533,0
2025-10-27,OP-018,Ambient Pick,4.1,395,812,4
2025-10-27,OP-019,Returns,7.47,301,921,2
2025-10-27,OP-020,Chilled Pick,6.84,507,1229,3
2025-10-27,OP-021,Bulk,7.65,506,1435,1
2025-10-27,OP-022,Chilled Pick,8.16,575,1717,4
2025-10-27,OP-023,Ambient Pick,7.76,688,2282,2
2025-10-27,OP-024,Ambient Pick,7.37,410,805,6
2025-10-27,OP-025,Chilled Pick,7.36,527,1596,6
2025-10-27,OP-026,Ambient Pick,3.31,324,857,0
2025-10-27,OP-026,Returns,4.12,210,642,0
2025-10-27,OP-027,Ambient Pick,7.54,628,1600,2
2025-10-27,OP-028,Ambient Pick,7.54,713,1979,4
2025-10-27,OP-029,Bulk,7.45,379,756,2
2025-10-27,OP-031,Ambient Pick,8.66,846,2252,4
2025-10-27,OP-032,Bulk,8.02,540,1709,4
2025-10-27,OP-033,Returns,6.65,304,791,3
2025-10-27,OP-034,Returns,7.0,310,737,0
2025-10-27,OP-034,Ambient Pick,1.73,156,475,2
2025-10-27,OP-035,Ambient Pick,7.5,662,2168,6
2025-10-27,OP-038,Ambient Pick,7.27,575,920,8
2025-10-27,OP-041,Ambient Pick,8.07,543,1268,2
2025-10-27,OP-042,Chilled Pick,7.46,579,1130,11
2025-10-27,OP-044,Bulk,8.39,275,499,0
2025-10-27,OP-046,Ambient Pick,8.33,757,1266,1
2025-10-27,OP-048,Ambient Pick,7.52,649,1854,9
2025-10-28,OP-002,Ambient Pick,6.78,591,1889,2
2025-10-28,OP-003,Ambient Pick,8.02,513,960,8
2025-10-28,OP-004,Chilled Pick,7.25,459,1439,3
2025-10-28,OP-005,Ambient Pick,7.98,589,1166,4
2025-10-28,OP-007,Ambient Pick,7.25,691,1690,2
2025-10-28,OP-009,Ambient Pick,7.99,533,891,1
2025-10-28,OP-010,Ambient Pick,8.45,647,1596,4
2025-10-28,OP-012,Ambient Pick,7.01,634,1957,3
2025-10-28,OP-012,Bulk,0.75,35,102,0
2025-10-28,OP-013,Ambient Pick,7.32,529,919,0
2025-10-28,OP-014,Bulk,8.18,337,999,1
2025-10-28,OP-015,Ambient Pick,7.26,244,610,4
2025-10-28,OP-017,Ambient Pick,8.55,621,1318,1
2025-10-28,OP-018,Ambient Pick,7.77,562,937,2
2025-10-28,OP-018,Bulk,0.59,26,46,0
2025-10-28,OP-019,Ambient Pick,7.8,613,1640,5
2025-10-28,OP-021,Ambient Pick,7.78,757,2237,4
2025-10-28,OP-022,Ambient Pick,8.01,518,1434,1
2025-10-28,OP-024,Chilled Pick,8.61,343,1160,9
2025-10-28,OP-025,Chilled Pick,7.49,459,1518,4
2025-10-28,OP-027,Ambient Pick,8.7,625,1793,2
2025-10-28,OP-029,Ambient Pick,7.87,556,1183,3
2025-10-28,OP-031,Ambient Pick,8.14,586,961,2
2025-10-28,OP-032,Bulk,7.59,447,798,4
2025-10-28,OP-033,Bulk,1.76,78,214,1
2025-10-28,OP-033,Ambient Pick,5.23,462,1352,4
2025-10-28,OP-034,Ambient Pick,7.57,584,1559,4
2025-10-28,OP-035,Bulk,7.83,364,805,3
2025-10-28,OP-036,Returns,7.04,292,564,2
2025-10-28,OP-037,Bulk,3.62,154,291,1
2025-10-28,OP-037,Chilled Pick,3.52,210,496,2
2025-10-28,OP-038,Ambient Pick,7.78,524,1010,2
2025-10-28,OP-040,Ambient Pick,7.56,683,1767,4
2025-10-28,OP-041,Bulk,6.67,239,443,0
2025-10-28,OP-042,Ambient Pick,5.96,440,1052,1
2025-10-28,OP-042,Chilled Pick,1.61,96,270,1
2025-10-28,OP-044,Ambient Pick,8.88,471,1055,1
2025-10-29,OP-001,Chilled Pick,7.45,524,1153,2
2025-10-29,OP-003,Bulk,8.46,296,996,1
2025-10-29,OP-004,Ambient Pick,8.87,697,1681,2
2025-10-29,OP-005,Bulk,7.25,350,971,0
2025-10-29,OP-007,Ambient Pick,7.0,638,1358,1
2025-10-29,OP-009,Chilled Pick,7.81,417,862,1
2025-10-29,OP-012,Chilled Pick,8.42,613,1079,3
2025-10-29,OP-013,Ambient Pick,8.39,608,1153,1
2025-10-29,OP-014,Ambient Pick,7.39,425,751,0
2025-10-29,OP-015,Chilled Pick,6.29,189,563,0
2025-10-29,OP-017,Ambient Pick,8.88,764,1987,3
2025-10-29,OP-018,Ambient Pick,4.49,364,1131,2
2025-10-29,OP-018,Chilled Pick,2.77,194,454,2
2025-10-29,OP-019,Ambient Pick,7.59,520,1112,0
2025-10-29,OP-020,Returns,4.22,131,396,2
2025-10-29,OP-020,Chilled Pick,2.63,147,263,1
2025-10-29,OP-022,Returns,7.53,218,641,4
2025-10-29,OP-023,Chilled Pick,5.36,313,896,0
2025-10-29,OP-023,Ambient Pick,2.74,192,445,0
2025-10-29,OP-025,Ambient Pick,1.63,111,294,0
2025-10-29,OP-025,Bulk,5.38,251,650,0
2025-10-29,OP-027,Chilled Pick,8.38,533,1022,1
2025-10-29,OP-028,Ambient Pick,6.99,531,1389,2
2025-10-29,OP-029,Bulk,8.34,340,1004,0
2025-10-29,OP-031,Chilled Pick,8.33,476,1568,5
2025-10-29,OP-032,Chilled Pick,1.78,144,404,3
2025-10-29,OP-032,Ambient Pick,5.74,479,1022,2
2025-10-29,OP-034,Returns,6.42,209,352,1
2025-10-29,OP-035,Chilled Pick,8.32,558,1569,3
2025-10-29,OP-036,Bulk,2.66,159,327,0
2025-10-29,OP-036,Chilled Pick,5.08,356,988,0
2025-10-29,OP-037,Bulk,7.83,382,1268,3
2025-10-29,OP-038,Chilled Pick,4.51,232,721,2
2025-10-29,OP-038,Ambient Pick,4.13,260,695,3
2025-10-29,OP-040,Ambient Pick,7.12,619,1648,2
2025-10-29,OP-042,Chilled Pick,7.46,445,1424,4
2025-10-29,OP-046,Ambient Pick,5.66,443,994,5
2025-10-29,OP-046,Returns,1.72,47,76,0
2025-10-30,OP-001,Bulk,7.15,283,693,2
2025-10-30,OP-001,Returns,1.32,43,94,0
2025-10-30,OP-003,Ambient Pick,8.49,577,1796,8
2025-10-30,OP-004,Ambient Pick,8.2,612,1148,4
2025-10-30,OP-005,Chilled Pick,7.82,525,1585,5
2025-10-30,OP-007,Bulk,6.79,358,956,1
2025-10-30,OP-009,Ambient Pick,1.89,111,353,1
2025-10-30,OP-009,Chilled Pick,6.9,317,859,3
2025-10-30,OP-010,Chilled Pick,7.6,460,1548,1
2025-10-30,OP-012,Returns,8.91,315,973,2
2025-10-30,OP-013,Chilled Pick,5.53,332,743,0
2025-10-30,OP-013,Ambient Pick,2.51,164,445,0
2025-10-30,OP-014,Bulk,7.83,326,864,0
2025-10-30,OP-015,Bulk,8.59,151,284,1
2025-10-30,OP-017,Ambient Pick,8.2,641,1847,1
2025-10-30,OP-018,Chilled Pick,7.68,464,1078,0
2025-10-30,OP-019,Chilled Pick,7.62,432,727,0
2025-10-30,OP-021,Ambient Pick,8.21,671,2150,0
2025-10-30,OP-022,Chilled Pick,7.46,416,1252,3
2025-10-30,OP-023,Bulk,5.87,254,468,0
2025-10-30,OP-023,Ambient Pick,0.95,62,133,0
2025-10-30,OP-026,Bulk,7.72,374,1178,0
2025-10-30,OP-027,Ambient Pick,7.18,545,1023,0
2025-10-30,OP-028,Ambient Pick,7.47,562,1852,5
2025-10-30,OP-029,Bulk,2.13,83,138,0
2025-10-30,OP-029,Chilled Pick,5.03,320,714,0
2025-10-30,OP-031,Chilled Pick,7.55,484,1273,3
2025-10-30,OP-032,Ambient Pick,6.42,545,1374,5
2025-10-30,OP-032,Chilled Pick,1.36,90,269,1
2025-10-30,OP-033,Returns,8.23,316,988,1
2025-10-30,OP-034,Bulk,7.03,281,465,2
2025-10-30,OP-034,Ambient Pick,0.86,62,203,0
2025-10-30,OP-035,Ambient Pick,8.41,566,1621,3
2025-10-30,OP-036,Ambient Pick,6.82,648,2192,2
2025-10-30,OP-038,Bulk,3.19,115,306,0
2025-10-30,OP-038,Chilled Pick,4.84,235,590,0
2025-10-30,OP-040,Ambient Pick,7.76,754,2467,9
2025-10-30,OP-042,Chilled Pick,7.98,549,1789,6
2025-10-30,OP-044,Ambient Pick,8.6,466,784,0
2025-10-30,OP-046,Ambient Pick,2.31,158,255,1
2025-10-30,OP-046,Chilled Pick,4.79,266,810,0
2025-10-30,OP-048,Bulk,6.73,214,577,0
2025-10-31,OP-002,Chilled Pick,7.47,464,1093,4
2025-10-31,OP-003,Chilled Pick,4.91,263,503,0
2025-10-31,OP-003,Bulk,2.61,95,282,0
2025-10-31,OP-004,Chilled Pick,7.36,430,1437,1
2025-10-31,OP-005,Ambient Pick,7.3,546,1155,2
2025-10-31,OP-007,Bulk,7.33,391,1275,0
2025-10-31,OP-009,Ambient Pick,7.91,571,1232,1
2025-10-31,OP-010,Ambient Pick,7.74,559,1018,1
2025-10-31,OP-012,Chilled Pick,7.54,443,1351,1
2025-10-31,OP-013,Returns,8.07,281,730,0
2025-10-31,OP-014,Bulk,3.8,149,305,0
2025-10-31,OP-014,Chilled Pick,3.99,229,507,0
2025-10-31,OP-015,Ambient Pick,5.83,243,705,2
2025-10-31,OP-017,Chilled Pick,7.16,478,901,1
2025-10-31,OP-018,Ambient Pick,1.23,104,257,1
2025-10-31,OP-018,Bulk,4.82,201,587,0
2025-10-31,OP-019,Bulk,6.89,274,806,0
2025-10-31,OP-020,Ambient Pick,8.06,639,2129,2
2025-10-31,OP-021,Chilled Pick,8.41,582,1426,4
2025-10-31,OP-022,Bulk,7.56,233,555,1
2025-10-31,OP-023,Bulk,6.83,259,814,2
2025-10-31,OP-024,Bulk,7.86,204,630,1
2025-10-31,OP-025,Bulk,5.56,271,894,0
2025-10-31,OP-025,Ambient Pick,2.18,193,523,0
2025-10-31,OP-026,Chilled Pick,7.57,470,1363,1
2025-10-31,OP-027,Ambient Pick,6.9,464,785,1
2025-10-31,OP-028,Ambient Pick,8.04,587,1964,2
2025-10-31,OP-029,Ambient Pick,6.95,520,1723,0
2025-10-31,OP-029,Returns,0.62,19,34,0
2025-10-31,OP-031,Chilled Pick,7.73,440,975,8
2025-10-31,OP-032,Chilled Pick,2.37,176,479,0
2025-10-31,OP-032,Ambient Pick,4.61,407,655,0
2025-10-31,OP-033,Ambient Pick,5.28,436,1256,4
2025-10-31,OP-033,Returns,2.41,74,162,1
2025-10-31,OP-034,Chilled Pick,7.77,532,990,2
2025-10-31,OP-035,Bulk,7.58,263,482,1
2025-10-31,OP-036,Bulk,7.04,363,816,2
2025-10-31,OP-037,Bulk,7.02,274,463,0
2025-10-31,OP-038,Bulk,7.77,305,912,2
2025-10-31,OP-040,Ambient Pick,2.3,188,324,3
2025-10-31,OP-040,Bulk,5.82,339,704,5
2025-10-31,OP-041,Chilled Pick,7.33,370,677,1
2025-10-31,OP-042,Ambient Pick,7.71,609,1430,3
2025-10-31,OP-044,Ambient Pick,7.36,389,1208,2
2025-10-31,OP-046,Returns,0.87,25,63,0
2025-10-31,OP-046,Ambient Pick,6.19,472,906,3
2025-10-31,OP-048,Bulk,7.44,291,690,0
2025-11-01,OP-001,Chilled Pick,6.61,537,1230,3
2025-11-01,OP-002,Returns,7.47,359,879,2
2025-11-01,OP-003,Chilled Pick,7.51,480,1202,3
2025-11-01,OP-004,Returns,7.21,326,1091,2
2025-11-01,OP-005,Ambient Pick,5.55,576,1296,5
2025-11-01,OP-005,Bulk,2.38,144,429,1
2025-11-01,OP-007,Ambient Pick,7.53,901,2952,1
2025-11-01,OP-009,Ambient Pick,6.71,560,1438,0
2025-11-01,OP-009,Chilled Pick,1.97,130,227,3
2025-11-01,OP-010,Ambient Pick,8.04,929,2962,10
2025-11-01,OP-012,Returns,7.87,407,655,6
2025-11-01,OP-013,Chilled Pick,6.82,536,1315,4
2025-11-01,OP-014,Bulk,7.58,401,1255,3
2025-11-01,OP-015,Ambient Pick,7.45,346,661,5
2025-11-01,OP-017,Ambient Pick,6.96,700,1229,4
2025-11-01,OP-018,Bulk,8.2,443,1104,1
2025-11-01,OP-019,Bulk,4.43,223,562,0
2025-11-01,OP-019,Ambient Pick,2.63,267,442,0
2025-11-01,OP-020,Chilled Pick,7.92,646,1773,9
2025-11-01,OP-021,Chilled Pick,6.27,576,1369,3
2025-11-01,OP-022,Returns,7.81,294,877,5
2025-11-01,OP-023,Ambient Pick,7.24,711,1782,6
2025-11-01,OP-024,Ambient Pick,7.58,455,1509,8
2025-11-01,OP-025,Chilled Pick,7.4,661,1368,7
2025-11-01,OP-027,Chilled Pick,6.16,469,939,1
2025-11-01,OP-027,Bulk,2.34,141,346,0
2025-11-01,OP-028,Bulk,7.55,409,943,2
2025-11-01,OP-029,Bulk,7.12,400,666,4
2025-11-01,OP-031,Ambient Pick,1.01,103,286,0
2025-11-01,OP-031,Bulk,7.15,385,1242,2
2025-11-01,OP-033,Ambient Pick,7.42,726,1161,4
2025-11-01,OP-034,Ambient Pick,7.19,776,2438,4
2025-11-01,OP-035,Ambient Pick,8.07,801,2490,10
2025-11-01,OP-036,Chilled Pick,8.42,811,2024,7
2025-11-01,OP-037,Bulk,0.97,53,157,0
2025-11-01,OP-037,Ambient Pick,5.87,588,1021,9
2025-11-01,OP-038,Ambient Pick,1.23,104,167,1
2025-11-01,OP-038,Chilled Pick,6.63,404,1098,9
2025-11-01,OP-040,Ambient Pick,7.76,919,2771,15
2025-11-01,OP-041,Chilled Pick,7.68,467,1360,4
2025-11-01,OP-042,Ambient Pick,7.26,737,1259,10
2025-11-01,OP-042,Bulk,0.86,48,99,1
2025-11-01,OP-046,Bulk,7.84,424,748,3
2025-11-01,OP-048,Ambient Pick,5.92,549,1541,8
2025-11-01,OP-048,Returns,1.48,66,210,2
2025-11-03,OP-001,Bulk,3.16,198,403,2
2025-11-03,OP-001,Chilled Pick,4.43,409,664,5
2025-11-03,OP-002,Ambient Pick,6.71,807,1422,7
2025-11-03,OP-004,Chilled Pick,8.59,782,2237,4
2025-11-03,OP-005,Bulk,7.15,520,1333,5
2025-11-03,OP-005,Chilled Pick,1.43,156,390,3
2025-11-03,OP-009,Chilled Pick,1.34,116,268,1
2025-11-03,OP-009,Ambient Pick,5.91,621,2010,5
2025-11-03,OP-012,Ambient Pick,7.53,1080,3635,17
2025-11-03,OP-013,Ambient Pick,4.85,594,1581,3
2025-11-03,OP-013,Bulk,2.78,170,294,1
2025-11-03,OP-014,Ambient Pick,7.26,838,1602,5
2025-11-03,OP-015,Bulk,7.66,254,464,1
2025-11-03,OP-017,Returns,6.22,341,588,9
2025-11-03,OP-017,Bulk,1.35,87,235,0
2025-11-03,OP-018,Returns,7.37,428,1021,3
2025-11-03,OP-020,Bulk,2.19,130,240,0
2025-11-03,OP-020,Returns,6.4,307,871,5
2025-11-03,OP-021,Ambient Pick,7.71,992,2322,5
2025-11-03,OP-023,Bulk,7.8,480,1185,4
2025-11-03,OP-024,Ambient Pick,8.22,621,1609,12
2025-11-03,OP-025,Ambient Pick,4.25,582,1406,5
2025-11-03,OP-025,Bulk,2.78,206,410,0
2025-11-03,OP-026,Ambient Pick,6.93,971,1776,8
2025-11-03,OP-027,Ambient Pick,8.85,1035,3331,1
2025-11-03,OP-029,Ambient Pick,8.18,906,2653,7
2025-11-03,OP-031,Returns,8.22,384,1071,6
2025-11-03,OP-032,Ambient Pick,8.39,1252,3289,16
2025-11-03,OP-033,Ambient Pick,6.52,792,1888,4
2025-11-03,OP-033,Returns,0.92,48,134,1
2025-11-03,OP-036,Ambient Pick,4.98,788,2127,5
2025-11-03,OP-036,Bulk,3.4,336,818,3
2025-11-03,OP-037,Chilled Pick,7.08,682,1138,9
2025-11-03,OP-040,Ambient Pick,7.68,1166,3947,31
2025-11-03,OP-041,Ambient Pick,1.3,127,329,2
2025-11-03,OP-041,Chilled Pick,6.41,399,1063,3
2025-11-03,OP-042,Ambient Pick,6.66,673,1892,12
2025-11-03,OP-042,Bulk,1.59,113,284,1
2025-11-03,OP-044,Ambient Pick,2.33,172,448,4
2025-11-03,OP-044,Chilled Pick,5.38,316,984,3
2025-11-03,OP-046,Returns,6.49,325,1055,15
2025-11-03,OP-048,Ambient Pick,6.62,702,1599,20
2025-11-04,OP-001,Chilled Pick,7.57,597,988,9
2025-11-04,OP-002,Returns,7.41,372,1184,6
2025-11-04,OP-004,Bulk,3.4,175,470,0
2025-11-04,OP-004,Returns,4.19,164,507,1
2025-11-04,OP-005,Chilled Pick,7.08,570,1937,7
2025-11-04,OP-007,Bulk,8.13,543,1828,3
2025-11-04,OP-010,Bulk,5.68,356,1137,2
2025-11-04,OP-010,Chilled Pick,1.91,158,374,4
2025-11-04,OP-012,Returns,8.35,453,1095,5
2025-11-04,OP-013,Chilled Pick,6.94,605,1011,8
2025-11-04,OP-014,Bulk,7.91,433,1046,1
2025-11-04,OP-015,Chilled Pick,4.53,156,368,3
2025-11-04,OP-015,Ambient Pick,2.7,113,182,2
2025-11-04,OP-017,Ambient Pick,6.79,671,2005,7
2025-11-04,OP-018,Ambient Pick,1.82,202,354,0
2025-11-04,OP-018,Bulk,6.13,385,1254,0
2025-11-04,OP-019,Bulk,7.41,410,1038,0
2025-11-04,OP-020,Ambient Pick,8.27,712,1854,5
2025-11-04,OP-021,Ambient Pick,5.07,554,1522,2
2025-11-04,OP-021,Bulk,2.46,176,447,1
2025-11-04,OP-022,Chilled Pick,8.51,610,1153,4
2025-11-04,OP-023,Chilled Pick,4.78,399,700,1
2025-11-04,OP-023,Ambient Pick,3.12,301,560,0
2025-11-04,OP-024,Ambient Pick,7.54,510,887,11
2025-11-04,OP-025,Chilled Pick,7.02,601,1219,7
2025-11-04,OP-026,Returns,5.46,259,689,1
2025-11-04,OP-026,Ambient Pick,2.19,230,468,3
2025-11-04,OP-027,Bulk,7.27,400,1293,1
2025-11-04,OP-028,Chilled Pick,2.26,156,469,2
2025-11-04,OP-028,Bulk,4.78,268,679,1
2025-11-04,OP-029,Ambient Pick,6.75,662,1209,5
2025-11-04,OP-031,Ambient Pick,7.86,830,2635,7
2025-11-04,OP-032,Ambient Pick,9.24,994,2013,8
2025-11-04,OP-033,Ambient Pick,5.26,663,1973,8
2025-11-04,OP-033,Bulk,3.95,254,585,2
2025-11-04,OP-034,Returns,3.48,143,371,0
2025-11-04,OP-034,Ambient Pick,4.82,472,1354,3
2025-11-04,OP-035,Ambient Pick,6.39,686,1752,13
2025-11-04,OP-036,Returns,7.65,485,1229,6
2025-11-04,OP-037,Ambient Pick,7.12,733,2430,8
2025-11-04,OP-038,Ambient Pick,7.83,632,2117,3
2025-11-04,OP-040,Bulk,3.89,250,837,1
2025-11-04,OP-040,Chilled Pick,3.52,384,1247,9
2025-11-04,OP-041,Ambient Pick,2.04,186,569,2
2025-11-04,OP-041,Bulk,5.95,289,494,2
2025-11-04,OP-042,Ambient Pick,7.85,801,1855,9
2025-11-04,OP-044,Ambient Pick,8.56,617,1871,6
2025-11-04,OP-046,Ambient Pick,2.4,205,490,7
2025-11-04,OP-046,Bulk,5.31,242,462,1
2025-11-04,OP-048,Ambient Pick,7.23,685,1656,11
2025-11-05,OP-001,Bulk,7.96,442,1289,0
2025-11-05,OP-002,Ambient Pick,6.71,697,1696,3
2025-11-05,OP-002,Chilled Pick,1.13,85,186,0
2025-11-05,OP-003,Chilled Pick,7.31,509,1294,3
2025-11-05,OP-003,Ambient Pick,0.97,84,138,3
2025-11-05,OP-005,Ambient Pick,7.85,766,2241,4
2025-11-05,OP-007,Chilled Pick,7.23,702,1769,7
2025-11-05,OP-009,Chilled Pick,6.71,510,1284,5
2025-11-05,OP-009,Returns,1.91,70,200,0
2025-11-05,OP-012,Chilled Pick,4.13,349,605,0
2025-11-05,OP-012,Ambient Pick,3.27,380,757,4
2025-11-05,OP-014,Ambient Pick,7.09,690,1811,5
2025-11-05,OP-015,Chilled Pick,6.55,235,437,3
2025-11-05,OP-018,Bulk,7.04,389,1318,0
2025-11-05,OP-019,Chilled Pick,4.17,318,768,1
2025-11-05,OP-019,Returns,3.52,156,423,2
2025-11-05,OP-021,Ambient Pick,7.95,858,1617,7
2025-11-05,OP-022,Ambient Pick,4.14,351,689,6
2025-11-05,OP-022,Chilled Pick,3.39,198,507,1
2025-11-05,OP-023,Ambient Pick,3.47,361,878,2
2025-11-05,OP-023,Bulk,4.0,242,519,1
2025-11-05,OP-025,Chilled Pick,7.79,653,1617,5
2025-11-05,OP-026,Returns,0.66,32,100,0
2025-11-05,OP-026,Chilled Pick,7.23,602,1065,4
2025-11-05,OP-027,Ambient Pick,7.02,694,1468,6
2025-11-05,OP-029,Bulk,3.82,189,317,1
2025-11-05,OP-029,Ambient Pick,3.55,318,954,1
2025-11-05,OP-031,Bulk,7.19,411,989,2
2025-11-05,OP-032,Chilled Pick,7.05,698,1521,5
2025-11-05,OP-033,Ambient Pick,8.37,943,2652,5
2025-11-05,OP-034,Ambient Pick,5.42,458,1217,3
2025-11-05,OP-034,Chilled Pick,1.71,136,368,3
2025-11-05,OP-035,Ambient Pick,7.21,721,1275,5
2025-11-05,OP-036,Bulk,7.13,538,1120,1
2025-11-05,OP-037,Returns,0.81,34,86,1
2025-11-05,OP-037,Ambient Pick,6.5,690,1995,10
2025-11-05,OP-038,Bulk,7.6,333,640,3
2025-11-05,OP-041,Bulk,7.5,370,1037,1
2025-11-05,OP-042,Chilled Pick,2.37,211,485,7
2025-11-05,OP-042,Bulk,5.78,346,740,6
2025-11-05,OP-044,Returns,7.4,219,486,4
2025-11-05,OP-046,Ambient Pick,3.66,326,541,2
2025-11-05,OP-046,Chilled Pick,3.99,301,503,5
2025-11-05,OP-048,Bulk,7.16,369,1144,4
2025-11-06,OP-001,Chilled Pick,6.96,598,1323,13
2025-11-06,OP-002,Bulk,8.08,509,1656,5
2025-11-06,OP-003,Bulk,8.73,435,1287,4
2025-11-06,OP-004,Ambient Pick,7.38,660,1141,0
2025-11-06,OP-007,Chilled Pick,7.46,670,1889,1
2025-11-06,OP-009,Chilled Pick,0.55,39,119,0
2025-11-06,OP-009,Ambient Pick,7.33,635,1091,4
2025-11-06,OP-010,Chilled Pick,7.53,657,1644,2
2025-11-06,OP-012,Ambient Pick,7.69,733,1883,1
2025-11-06,OP-013,Chilled Pick,6.85,503,1514,3
2025-11-06,OP-015,Ambient Pick,7.29,376,822,0
2025-11-06,OP-017,Chilled Pick,6.82,602,1705,7
2025-11-06,OP-018,Chilled Pick,2.68,229,558,0
2025-11-06,OP-018,Bulk,4.56,276,702,1
2025-11-06,OP-019,Chilled Pick,3.06,205,365,0
2025-11-06,OP-019,Bulk,4.08,200,571,0
2025-11-06,OP-020,Ambient Pick,8.12,792,1487,15
2025-11-06,OP-021,Ambient Pick,6.71,744,1635,10
2025-11-06,OP-022,Chilled Pick,7.25,483,834,5
2025-11-06,OP-023,Chilled Pick,8.63,736,2243,7
2025-11-06,OP-024,Bulk,8.44,347,668,6
2025-11-06,OP-025,Bulk,7.75,485,1204,1
2025-11-06,OP-026,Chilled Pick,1.22,116,191,0
2025-11-06,OP-026,Ambient Pick,5.93,611,1655,2
2025-11-06,OP-027,Ambient Pick,5.83,572,1593,4
2025-11-06,OP-027,Bulk,1.41,76,159,0
2025-11-06,OP-028,Returns,7.72,333,665,4
2025-11-06,OP-029,Chilled Pick,7.32,540,966,3
2025-11-06,OP-032,Bulk,7.63,522,1723,1
2025-11-06,OP-033,Chilled Pick,8.21,688,1453,5
2025-11-06,OP-034,Ambient Pick,7.3,706,2191,5
2025-11-06,OP-036,Bulk,7.38,470,967,2
2025-11-06,OP-037,Ambient Pick,7.44,666,1748,5
2025-11-06,OP-038,Chilled Pick,8.56,622,1347,8
2025-11-06,OP-040,Bulk,7.56,607,1318,6
2025-11-06,OP-042,Returns,7.2,369,900,21
2025-11-06,OP-042,Ambient Pick,0.79,71,195,1
2025-11-06,OP-044,Chilled Pick,7.59,387,1143,3
2025-11-06,OP-046,Chilled Pick,8.56,619,2051,9
2025-11-06,OP-048,Ambient Pick,8.14,700,1193,7
2025-11-07,OP-001,Bulk,6.86,378,1240,2
2025-11-07,OP-003,Returns,2.33,101,340,2
2025-11-07,OP-003,Bulk,4.21,214,595,0
2025-11-07,OP-004,Bulk,7.69,415,671,3
2025-11-07,OP-005,Ambient Pick,7.84,734,1810,8
2025-11-07,OP-007,Bulk,7.13,453,1368,1
2025-11-07,OP-009,Chilled Pick,7.57,473,1250,5
2025-11-07,OP-010,Bulk,7.13,409,1374,2
2025-11-07,OP-012,Chilled Pick,7.22,620,1676,1
2025-11-07,OP-014,Ambient Pick,6.86,676,2015,3
2025-11-07,OP-015,Ambient Pick,2.11,110,227,0
2025-11-07,OP-015,Bulk,5.96,153,488,0
2025-11-07,OP-017,Ambient Pick,8.17,884,2270,9
2025-11-07,OP-018,Bulk,5.09,330,669,0
2025-11-07,OP-018,Ambient Pick,1.91,222,455,1
2025-11-07,OP-019,Chilled Pick,7.69,546,1324,6
2025-11-07,OP-020,Returns,2.16,91,212,1
2025-11-07,OP-020,Ambient Pick,6.32,663,2240,9
2025-11-07,OP-022,Ambient Pick,4.46,405,670,7
2025-11-07,OP-022,Chilled Pick,3.3,212,630,0
2025-11-07,OP-023,Ambient Pick,7.47,733,1502,7
2025-11-07,OP-024,Ambient Pick,8.09,576,1011,19
2025-11-07,OP-027,Ambient Pick,4.04,372,946,2
2025-11-07,OP-027,Chilled Pick,3.27,247,682,0
2025-11-07,OP-028,Bulk,8.24,466,846,3
2025-11-07,OP-029,Ambient Pick,8.49,794,2678,4
2025-11-07,OP-031,Ambient Pick,3.76,331,756,1
2025-11-07,OP-031,Returns,4.29,185,381,4
2025-11-07,OP-032,Ambient Pick,6.51,870,1857,7
2025-11-07,OP-033,Bulk,8.48,517,1442,5
2025-11-07,OP-034,Ambient Pick,6.84,736,1232,3
2025-11-07,OP-035,Bulk,6.86,337,906,3
2025-11-07,OP-037,Bulk,7.87,433,865,1
2025-11-07,OP-038,Chilled Pick,9.01,553,911,7
2025-11-07,OP-040,Chilled Pick,7.79,794,2650,10
2025-11-07,OP-041,Returns,7.7,288,590,2
2025-11-07,OP-042,Bulk,7.84,442,821,2
2025-11-07,OP-044,Ambient Pick,3.46,232,690,3
