sku_id,zone,velocity_class,count_date,system_qty,counted_qty
SKU-0087,B,A,2025-09-16,22,22
SKU-0144,A,C,2025-09-16,20,20
SKU-0199,C,B,2025-09-16,24,24
SKU-0005,A,B,2025-09-17,73,73
SKU-0092,A,C,2025-09-17,76,76
SKU-0116,E,A,2025-09-17,45,45
SKU-0124,D,B,2025-09-17,31,31
SKU-0128,D,C,2025-09-17,62,62
SKU-0162,E,B,2025-09-17,234,234
SKU-0192,A,C,2025-09-17,95,95
SKU-0234,D,C,2025-09-17,313,313
SKU-0243,C,C,2025-09-17,47,47
SKU-0023,A,C,2025-09-18,13,13
SKU-0061,C,A,2025-09-18,41,41
SKU-0122,D,C,2025-09-18,63,63
SKU-0169,B,C,2025-09-18,28,28
SKU-0205,C,C,2025-09-18,52,52
SKU-0020,E,B,2025-09-19,79,79
SKU-0042,A,B,2025-09-19,122,122
SKU-0052,D,C,2025-09-19,54,54
SKU-0060,D,C,2025-09-19,104,104
SKU-0098,D,B,2025-09-19,100,100
SKU-0130,C,C,2025-09-19,61,61
SKU-0158,E,B,2025-09-19,15,15
SKU-0193,C,C,2025-09-19,142,142
SKU-0208,B,C,2025-09-19,241,241
SKU-0229,E,C,2025-09-19,86,86
SKU-0244,D,B,2025-09-19,27,27
SKU-0246,D,B,2025-09-19,26,26
SKU-0007,D,B,2025-09-20,119,119
SKU-0024,C,B,2025-09-20,89,89
SKU-0030,C,B,2025-09-20,101,101
SKU-0048,D,B,2025-09-20,108,108
SKU-0106,B,C,2025-09-20,267,267
SKU-0118,D,C,2025-09-20,900,900
SKU-0134,B,B,2025-09-20,58,58
SKU-0191,C,A,2025-09-20,32,32
SKU-0131,C,C,2025-09-21,65,65
SKU-0146,C,C,2025-09-21,138,138
SKU-0148,C,C,2025-09-21,197,197
SKU-0161,C,C,2025-09-21,182,182
SKU-0164,A,B,2025-09-21,67,67
SKU-0203,E,B,2025-09-21,25,25
SKU-0209,A,C,2025-09-21,68,68
SKU-0224,D,C,2025-09-21,137,137
SKU-0029,C,B,2025-09-22,132,132
SKU-0065,E,A,2025-09-22,456,456
SKU-0123,B,B,2025-09-22,381,381
SKU-0156,B,C,2025-09-22,122,122
SKU-0250,B,B,2025-09-22,14,14
SKU-0028,A,A,2025-09-23,67,66
SKU-0032,B,C,2025-09-23,132,132
SKU-0069,E,B,2025-09-23,68,68
SKU-0107,E,C,2025-09-23,62,62
SKU-0109,D,B,2025-09-23,60,60
SKU-0127,C,A,2025-09-23,23,23
SKU-0151,B,C,2025-09-23,51,51
SKU-0165,C,B,2025-09-23,136,136
SKU-0170,E,A,2025-09-23,349,349
SKU-0176,B,C,2025-09-23,115,115
SKU-0227,A,B,2025-09-23,41,41
SKU-0237,B,C,2025-09-23,239,239
SKU-0040,D,A,2025-09-24,93,86
SKU-0055,D,B,2025-09-24,32,32
SKU-0067,C,C,2025-09-24,47,47
SKU-0121,D,C,2025-09-24,356,356
SKU-0139,E,B,2025-09-24,900,900
SKU-0182,B,C,2025-09-24,238,238
SKU-0187,E,C,2025-09-24,17,17
SKU-0235,C,C,2025-09-24,113,113
SKU-0240,D,C,2025-09-24,233,233
SKU-0245,D,B,2025-09-24,80,80
SKU-0015,B,C,2025-09-25,28,28
SKU-0053,C,C,2025-09-25,624,624
SKU-0077,D,A,2025-09-25,117,117
SKU-0082,D,B,2025-09-25,194,194
SKU-0103,E,C,2025-09-25,84,84
SKU-0137,E,C,2025-09-25,12,12
SKU-0138,B,B,2025-09-25,103,103
SKU-0149,C,B,2025-09-25,65,65
SKU-0180,D,B,2025-09-25,274,274
SKU-0202,D,C,2025-09-25,355,355
SKU-0206,D,B,2025-09-25,100,100
SKU-0214,A,B,2025-09-25,11,11
SKU-0219,D,A,2025-09-25,219,219
SKU-0222,D,A,2025-09-25,83,83
SKU-0228,C,A,2025-09-25,85,85
SKU-0012,D,C,2025-09-26,134,134
SKU-0026,A,C,2025-09-26,87,87
SKU-0088,C,B,2025-09-26,32,32
SKU-0126,C,C,2025-09-26,471,471
SKU-0194,A,C,2025-09-26,70,70
SKU-0195,E,A,2025-09-26,213,213
SKU-0213,A,A,2025-09-26,49,49
SKU-0216,A,A,2025-09-26,40,40
SKU-0232,C,C,2025-09-26,49,49
SKU-0238,E,A,2025-09-26,26,26
SKU-0006,D,B,2025-09-27,354,354
SKU-0037,A,B,2025-09-27,18,18
SKU-0073,A,C,2025-09-27,74,74
SKU-0105,B,B,2025-09-27,80,80
SKU-0143,A,B,2025-09-27,384,384
SKU-0003,A,B,2025-09-28,38,38
SKU-0004,D,C,2025-09-28,129,129
SKU-0043,A,B,2025-09-28,44,44
SKU-0050,A,B,2025-09-28,263,263
SKU-0054,E,C,2025-09-28,146,146
SKU-0066,B,C,2025-09-28,53,53
SKU-0085,C,C,2025-09-28,56,56
SKU-0111,E,C,2025-09-28,81,81
SKU-0113,E,B,2025-09-28,125,125
SKU-0129,D,B,2025-09-28,93,93
SKU-0175,E,A,2025-09-28,233,233
SKU-0188,C,C,2025-09-28,79,79
SKU-0190,D,C,2025-09-28,363,363
SKU-0217,D,B,2025-09-28,49,49
SKU-0239,A,C,2025-09-28,848,848
SKU-0067,C,C,2025-10-01,26,26
SKU-0081,B,C,2025-10-01,105,105
SKU-0107,E,C,2025-10-01,33,33
SKU-0116,E,A,2025-10-01,94,94
SKU-0118,D,C,2025-10-01,58,58
SKU-0134,B,B,2025-10-01,47,47
SKU-0137,E,C,2025-10-01,57,57
SKU-0149,C,B,2025-10-01,33,33
SKU-0186,A,B,2025-10-01,258,258
SKU-0188,C,C,2025-10-01,121,131
SKU-0222,D,A,2025-10-01,104,104
SKU-0016,A,B,2025-10-02,61,61
SKU-0035,A,B,2025-10-02,102,102
SKU-0037,A,B,2025-10-02,27,27
SKU-0039,D,B,2025-10-02,84,84
SKU-0065,E,A,2025-10-02,24,24
SKU-0070,C,C,2025-10-02,130,130
SKU-0078,B,A,2025-10-02,111,111
SKU-0088,C,B,2025-10-02,103,103
SKU-0141,A,C,2025-10-02,1059,1059
SKU-0148,C,C,2025-10-02,86,86
SKU-0151,B,C,2025-10-02,101,101
SKU-0210,D,C,2025-10-02,146,146
SKU-0211,C,C,2025-10-02,80,80
SKU-0215,C,C,2025-10-02,76,76
SKU-0010,C,C,2025-10-03,240,240
SKU-0021,B,C,2025-10-03,28,28
SKU-0024,C,B,2025-10-03,106,106
SKU-0083,D,B,2025-10-03,21,21
SKU-0089,B,A,2025-10-03,35,35
SKU-0111,E,C,2025-10-03,565,565
SKU-0126,C,C,2025-10-03,83,83
SKU-0218,E,C,2025-10-03,38,38
SKU-0068,C,B,2025-10-04,16,16
SKU-0095,A,C,2025-10-04,125,125
SKU-0112,C,C,2025-10-04,101,101
SKU-0152,B,A,2025-10-04,143,143
SKU-0183,D,C,2025-10-04,28,28
SKU-0036,B,B,2025-10-05,18,18
SKU-0092,A,C,2025-10-05,66,66
SKU-0139,E,B,2025-10-05,89,89
SKU-0140,C,A,2025-10-05,227,227
SKU-0153,C,C,2025-10-05,186,177
SKU-0156,B,C,2025-10-05,57,57
SKU-0162,E,B,2025-10-05,217,217
SKU-0194,A,C,2025-10-05,32,32
SKU-0228,C,A,2025-10-05,131,131
SKU-0232,C,C,2025-10-05,71,75
SKU-0233,D,A,2025-10-05,52,54
SKU-0007,D,B,2025-10-06,94,94
SKU-0049,C,C,2025-10-06,126,126
SKU-0055,D,B,2025-10-06,31,31
SKU-0090,C,C,2025-10-06,53,57
SKU-0106,B,C,2025-10-06,181,181
SKU-0131,C,C,2025-10-06,39,39
SKU-0163,A,C,2025-10-06,20,20
SKU-0182,B,C,2025-10-06,69,69
SKU-0206,D,B,2025-10-06,100,100
SKU-0032,B,C,2025-10-07,81,81
SKU-0041,B,C,2025-10-07,25,25
SKU-0044,E,B,2025-10-07,33,33
SKU-0046,B,A,2025-10-07,232,232
SKU-0058,D,A,2025-10-07,154,154
SKU-0144,A,C,2025-10-07,437,437
SKU-0213,A,A,2025-10-07,142,142
SKU-0221,E,C,2025-10-07,216,216
SKU-0234,D,C,2025-10-07,351,351
SKU-0001,B,C,2025-10-08,69,69
SKU-0002,D,C,2025-10-08,94,94
SKU-0005,A,B,2025-10-08,14,14
SKU-0012,D,C,2025-10-08,386,386
SKU-0025,A,C,2025-10-08,47,47
SKU-0028,A,A,2025-10-08,89,89
SKU-0040,D,A,2025-10-08,58,58
SKU-0071,A,B,2025-10-08,415,415
SKU-0084,B,B,2025-10-08,37,37
SKU-0128,D,C,2025-10-08,140,140
SKU-0169,B,C,2025-10-08,24,24
SKU-0004,D,C,2025-10-09,11,11
SKU-0114,E,C,2025-10-09,27,27
SKU-0124,D,B,2025-10-09,1051,1051
SKU-0190,D,C,2025-10-09,142,142
SKU-0192,A,C,2025-10-09,91,91
SKU-0200,C,C,2025-10-09,84,84
SKU-0208,B,C,2025-10-09,89,89
SKU-0212,B,C,2025-10-09,129,129
SKU-0220,D,B,2025-10-09,14,14
SKU-0018,D,B,2025-10-10,85,85
SKU-0026,A,C,2025-10-10,171,171
SKU-0038,C,C,2025-10-10,70,77
SKU-0066,B,C,2025-10-10,92,92
SKU-0117,C,B,2025-10-10,93,93
SKU-0150,C,A,2025-10-10,58,58
SKU-0155,E,B,2025-10-10,27,27
SKU-0165,C,B,2025-10-10,12,12
SKU-0203,E,B,2025-10-10,34,34
SKU-0214,A,B,2025-10-10,405,405
SKU-0231,B,C,2025-10-10,64,64
SKU-0244,D,B,2025-10-10,49,49
SKU-0245,D,B,2025-10-10,131,131
SKU-0250,B,B,2025-10-10,53,53
SKU-0048,D,B,2025-10-11,189,189
SKU-0073,A,C,2025-10-11,116,116
SKU-0087,B,A,2025-10-11,205,205
SKU-0094,C,B,2025-10-11,26,26
SKU-0098,D,B,2025-10-11,78,78
SKU-0127,C,A,2025-10-11,995,995
SKU-0142,D,A,2025-10-11,34,34
SKU-0249,B,B,2025-10-11,61,61
SKU-0042,A,B,2025-10-12,46,46
SKU-0050,A,B,2025-10-12,187,187
SKU-0059,B,C,2025-10-12,25,25
SKU-0100,C,A,2025-10-12,15,15
SKU-0102,C,A,2025-10-12,89,89
SKU-0104,C,A,2025-10-12,132,132
SKU-0166,D,C,2025-10-12,95,95
SKU-0204,C,B,2025-10-12,202,206
SKU-0246,D,B,2025-10-12,48,48
SKU-0006,D,B,2025-10-13,308,308
SKU-0011,B,C,2025-10-13,143,143
SKU-0017,B,B,2025-10-13,428,428
SKU-0030,C,B,2025-10-13,19,19
SKU-0057,E,A,2025-10-13,89,89
SKU-0072,A,C,2025-10-13,79,79
SKU-0080,D,B,2025-10-13,122,122
SKU-0113,E,B,2025-10-13,116,116
SKU-0172,C,B,2025-10-13,123,129
SKU-0184,C,A,2025-10-13,75,81
SKU-0217,D,B,2025-10-13,829,829
SKU-0099,B,A,2025-10-14,91,91
SKU-0191,C,A,2025-10-14,49,49
SKU-0226,B,C,2025-10-14,20,20
SKU-0015,B,C,2025-10-15,121,121
SKU-0109,D,B,2025-10-15,105,105
SKU-0174,C,A,2025-10-15,355,355
SKU-0179,A,C,2025-10-15,23,23
SKU-0223,C,A,2025-10-15,16,16
SKU-0227,A,B,2025-10-15,73,73
SKU-0008,A,C,2025-10-16,72,72
SKU-0014,B,C,2025-10-16,615,615
SKU-0033,D,C,2025-10-16,165,165
SKU-0074,A,C,2025-10-16,129,129
SKU-0085,C,C,2025-10-16,186,186
SKU-0086,B,A,2025-10-16,167,167
SKU-0093,A,C,2025-10-16,15,15
SKU-0158,E,B,2025-10-16,221,221
SKU-0167,A,C,2025-10-16,44,44
SKU-0022,B,B,2025-10-17,36,36
SKU-0031,D,C,2025-10-17,161,161
SKU-0043,A,B,2025-10-17,56,56
SKU-0061,C,A,2025-10-17,111,111
SKU-0091,C,C,2025-10-17,163,163
SKU-0097,E,C,2025-10-17,86,78
SKU-0120,D,A,2025-10-17,177,177
SKU-0202,D,C,2025-10-17,564,564
SKU-0225,C,C,2025-10-17,153,153
SKU-0242,E,B,2025-10-17,152,152
SKU-0122,D,C,2025-10-18,126,126
SKU-0133,C,C,2025-10-18,309,309
SKU-0003,A,B,2025-10-19,545,545
SKU-0019,D,B,2025-10-19,21,21
SKU-0020,E,B,2025-10-19,27,27
SKU-0062,C,A,2025-10-19,349,349
SKU-0064,D,B,2025-10-19,42,42
SKU-0069,E,B,2025-10-19,38,38
SKU-0077,D,A,2025-10-19,46,46
SKU-0079,B,C,2025-10-19,45,45
SKU-0101,C,B,2025-10-19,74,74
SKU-0103,E,C,2025-10-19,32,32
SKU-0105,B,B,2025-10-19,155,155
SKU-0125,D,B,2025-10-19,45,45
SKU-0132,C,C,2025-10-19,92,92
SKU-0170,E,A,2025-10-19,33,33
SKU-0181,C,B,2025-10-19,328,328
SKU-0185,C,C,2025-10-19,133,133
SKU-0009,A,A,2025-10-20,23,23
SKU-0075,B,C,2025-10-20,83,83
SKU-0135,B,B,2025-10-20,10,10
SKU-0196,B,B,2025-10-20,151,151
SKU-0198,C,B,2025-10-20,97,97
SKU-0247,D,B,2025-10-20,42,42
SKU-0013,A,B,2025-10-21,73,73
SKU-0053,C,C,2025-10-21,54,54
SKU-0076,A,C,2025-10-21,74,74
SKU-0130,C,C,2025-10-21,28,28
SKU-0136,E,B,2025-10-21,125,125
SKU-0168,B,C,2025-10-21,26,26
SKU-0175,E,A,2025-10-21,122,135
SKU-0189,D,B,2025-10-21,263,263
SKU-0197,B,A,2025-10-21,154,154
SKU-0205,C,C,2025-10-21,147,147
SKU-0236,B,C,2025-10-21,299,299
SKU-0239,A,C,2025-10-21,43,43
SKU-0241,A,C,2025-10-21,22,22
SKU-0027,C,B,2025-10-22,51,51
SKU-0121,D,C,2025-10-22,68,68
SKU-0129,D,B,2025-10-22,33,33
SKU-0138,B,B,2025-10-22,156,156
SKU-0147,B,C,2025-10-22,82,82
SKU-0178,B,C,2025-10-22,254,254
SKU-0034,B,C,2025-10-23,174,174
SKU-0060,D,C,2025-10-23,74,74
SKU-0096,D,C,2025-10-23,43,43
SKU-0143,A,B,2025-10-23,152,152
SKU-0164,A,B,2025-10-23,401,401
SKU-0209,A,C,2025-10-23,12,12
SKU-0237,B,C,2025-10-23,157,157
SKU-0243,C,C,2025-10-23,26,25
SKU-0052,D,C,2025-10-24,40,40
SKU-0157,D,B,2025-10-24,115,111
SKU-0173,D,C,2025-10-24,25,25
SKU-0180,D,B,2025-10-24,276,276
SKU-0207,B,C,2025-10-24,488,479
SKU-0216,A,A,2025-10-24,65,65
SKU-0235,C,C,2025-10-24,31,31
SKU-0240,D,C,2025-10-24,41,41
SKU-0051,C,C,2025-10-25,775,775
SKU-0054,E,C,2025-10-25,119,119
SKU-0063,C,C,2025-10-25,81,81
SKU-0108,C,B,2025-10-25,50,50
SKU-0115,D,C,2025-10-25,314,314
SKU-0145,E,B,2025-10-25,116,116
SKU-0146,C,C,2025-10-25,17,17
SKU-0160,A,C,2025-10-25,109,109
SKU-0161,C,C,2025-10-25,81,81
SKU-0199,C,B,2025-10-25,50,50
SKU-0219,D,A,2025-10-25,31,31
SKU-0047,A,B,2025-10-26,45,45
SKU-0082,D,B,2025-10-26,52,52
SKU-0123,B,B,2025-10-26,214,214
SKU-0176,B,C,2025-10-26,210,210
SKU-0177,A,B,2025-10-26,36,36
SKU-0187,E,C,2025-10-26,56,56
SKU-0230,C,B,2025-10-26,61,65
SKU-0248,A,B,2025-10-26,56,56
SKU-0023,A,C,2025-10-27,66,66
SKU-0110,D,C,2025-10-27,117,117
SKU-0195,E,A,2025-10-27,81,81
SKU-0238,E,A,2025-10-27,40,40
SKU-0029,C,B,2025-10-28,435,435
SKU-0045,B,A,2025-10-28,220,220
SKU-0056,C,A,2025-10-28,102,102
SKU-0119,C,C,2025-10-28,49,49
SKU-0154,C,C,2025-10-28,142,142
SKU-0159,B,B,2025-10-28,105,105
SKU-0171,C,B,2025-10-28,55,55
SKU-0193,C,C,2025-10-28,158,158
SKU-0201,D,B,2025-10-28,45,45
SKU-0224,D,C,2025-10-28,171,171
SKU-0229,E,C,2025-10-28,56,56
SKU-0014,B,C,2025-11-01,24,24
SKU-0023,A,C,2025-11-01,75,75
SKU-0024,C,B,2025-11-01,180,180
SKU-0130,C,C,2025-11-01,59,59
SKU-0153,C,C,2025-11-01,236,236
SKU-0196,B,B,2025-11-01,34,34
SKU-0214,A,B,2025-11-01,29,29
SKU-0228,C,A,2025-11-01,255,255
SKU-0231,B,C,2025-11-01,103,103
SKU-0234,D,C,2025-11-01,162,162
SKU-0048,D,B,2025-11-02,267,267
SKU-0075,B,C,2025-11-02,112,112
SKU-0159,B,B,2025-11-02,316,316
SKU-0184,C,A,2025-11-02,24,24
SKU-0220,D,B,2025-11-02,31,31
SKU-0236,B,C,2025-11-02,701,701
SKU-0246,D,B,2025-11-02,37,37
SKU-0005,A,B,2025-11-03,58,58
SKU-0065,E,A,2025-11-03,18,18
SKU-0104,C,A,2025-11-03,285,285
SKU-0118,D,C,2025-11-03,84,84
SKU-0125,D,B,2025-11-03,26,26
SKU-0142,D,A,2025-11-03,70,70
SKU-0188,C,C,2025-11-03,35,35
SKU-0225,C,C,2025-11-03,85,85
SKU-0248,A,B,2025-11-03,38,38
SKU-0026,A,C,2025-11-04,49,49
SKU-0046,B,A,2025-11-04,10,10
SKU-0055,D,B,2025-11-04,99,99
SKU-0059,B,C,2025-11-04,59,59
SKU-0081,B,C,2025-11-04,29,29
SKU-0091,C,C,2025-11-04,12,12
SKU-0152,B,A,2025-11-04,37,37
SKU-0156,B,C,2025-11-04,154,154
SKU-0209,A,C,2025-11-04,154,154
SKU-0018,D,B,2025-11-05,59,59
SKU-0019,D,B,2025-11-05,35,35
SKU-0030,C,B,2025-11-05,289,289
SKU-0043,A,B,2025-11-05,125,125
SKU-0057,E,A,2025-11-05,43,43
SKU-0063,C,C,2025-11-05,99,99
SKU-0079,B,C,2025-11-05,231,231
SKU-0099,B,A,2025-11-05,198,198
SKU-0139,E,B,2025-11-05,108,108
SKU-0148,C,C,2025-11-05,61,61
SKU-0192,A,C,2025-11-05,21,21
SKU-0227,A,B,2025-11-05,176,176
SKU-0022,B,B,2025-11-06,136,136
SKU-0071,A,B,2025-11-06,81,81
SKU-0088,C,B,2025-11-06,82,82
SKU-0101,C,B,2025-11-06,23,25
SKU-0102,C,A,2025-11-06,40,43
SKU-0103,E,C,2025-11-06,33,33
SKU-0207,B,C,2025-11-06,224,224
SKU-0216,A,A,2025-11-06,64,64
SKU-0238,E,A,2025-11-06,178,178
SKU-0001,B,C,2025-11-07,139,139
SKU-0070,C,C,2025-11-07,255,255
SKU-0137,E,C,2025-11-07,70,70
SKU-0161,C,C,2025-11-07,141,141
SKU-0169,B,C,2025-11-07,199,199
SKU-0173,D,C,2025-11-07,151,151
SKU-0175,E,A,2025-11-07,94,94
SKU-0178,B,C,2025-11-07,81,81
SKU-0215,C,C,2025-11-07,34,34
SKU-0035,A,B,2025-11-08,105,105
SKU-0109,D,B,2025-11-08,272,272
SKU-0162,E,B,2025-11-08,294,294
SKU-0219,D,A,2025-11-08,257,257
SKU-0009,A,A,2025-11-09,166,166
SKU-0033,D,C,2025-11-09,54,54
SKU-0060,D,C,2025-11-09,62,62
SKU-0077,D,A,2025-11-09,531,531
SKU-0078,B,A,2025-11-09,56,56
SKU-0141,A,C,2025-11-09,62,62
SKU-0157,D,B,2025-11-09,27,27
SKU-0177,A,B,2025-11-09,68,68
SKU-0210,D,C,2025-11-09,130,130
SKU-0235,C,C,2025-11-09,86,86
SKU-0056,C,A,2025-11-10,131,131
SKU-0119,C,C,2025-11-10,43,43
SKU-0134,B,B,2025-11-10,35,35
SKU-0136,E,B,2025-11-10,99,99
SKU-0164,A,B,2025-11-10,38,38
SKU-0165,C,B,2025-11-10,41,41
SKU-0189,D,B,2025-11-10,103,103
SKU-0241,A,C,2025-11-10,110,110
SKU-0245,D,B,2025-11-10,78,78
SKU-0249,B,B,2025-11-10,44,44
SKU-0012,D,C,2025-11-11,27,27
SKU-0047,A,B,2025-11-11,198,198
SKU-0083,D,B,2025-11-11,246,246
SKU-0090,C,C,2025-11-11,27,27
SKU-0110,D,C,2025-11-11,29,29
SKU-0146,C,C,2025-11-11,66,66
SKU-0218,E,C,2025-11-11,202,202
SKU-0027,C,B,2025-11-12,62,57
SKU-0053,C,C,2025-11-12,9,9
SKU-0080,D,B,2025-11-12,70,70
SKU-0087,B,A,2025-11-12,135,135
SKU-0131,C,C,2025-11-12,106,106
SKU-0140,C,A,2025-11-12,56,56
SKU-0168,B,C,2025-11-12,227,227
SKU-0181,C,B,2025-11-12,77,80
SKU-0186,A,B,2025-11-12,21,21
SKU-0229,E,C,2025-11-12,165,166
SKU-0041,B,C,2025-11-13,99,99
SKU-0096,D,C,2025-11-13,136,136
SKU-0100,C,A,2025-11-13,108,111
SKU-0111,E,C,2025-11-13,308,308
SKU-0117,C,B,2025-11-13,83,83
SKU-0191,C,A,2025-11-13,69,69
SKU-0203,E,B,2025-11-13,75,75
SKU-0239,A,C,2025-11-13,20,20
SKU-0037,A,B,2025-11-14,89,89
SKU-0084,B,B,2025-11-14,20,20
SKU-0108,C,B,2025-11-14,43,43
SKU-0116,E,A,2025-11-14,100,100
SKU-0126,C,C,2025-11-14,97,97
SKU-0144,A,C,2025-11-14,115,115
SKU-0147,B,C,2025-11-14,94,94
SKU-0163,A,C,2025-11-14,255,233
SKU-0170,E,A,2025-11-14,24,24
SKU-0242,E,B,2025-11-14,49,49
SKU-0045,B,A,2025-11-15,23,23
SKU-0166,D,C,2025-11-15,253,253
SKU-0199,C,B,2025-11-15,73,73
SKU-0205,C,C,2025-11-15,18,18
SKU-0002,D,C,2025-11-16,216,216
SKU-0029,C,B,2025-11-16,37,37
SKU-0031,D,C,2025-11-16,17,17
SKU-0061,C,A,2025-11-16,334,300
SKU-0064,D,B,2025-11-16,236,236
SKU-0097,E,C,2025-11-16,46,50
SKU-0121,D,C,2025-11-16,92,92
SKU-0151,B,C,2025-11-16,39,39
SKU-0217,D,B,2025-11-16,34,34
SKU-0222,D,A,2025-11-16,71,71
SKU-0223,C,A,2025-11-16,79,79
SKU-0011,B,C,2025-11-17,25,25
SKU-0015,B,C,2025-11-17,10,10
SKU-0020,E,B,2025-11-17,167,167
SKU-0069,E,B,2025-11-17,30,30
SKU-0107,E,C,2025-11-17,33,33
SKU-0115,D,C,2025-11-17,25,25
SKU-0127,C,A,2025-11-17,134,134
SKU-0145,E,B,2025-11-17,110,110
SKU-0154,C,C,2025-11-17,211,211
SKU-0158,E,B,2025-11-17,313,313
SKU-0201,D,B,2025-11-17,56,56
SKU-0224,D,C,2025-11-17,224,224
SKU-0233,D,A,2025-11-17,67,67
SKU-0250,B,B,2025-11-17,132,132
SKU-0007,D,B,2025-11-18,111,111
SKU-0010,C,C,2025-11-18,53,53
SKU-0016,A,B,2025-11-18,45,45
SKU-0032,B,C,2025-11-18,63,63
SKU-0034,B,C,2025-11-18,91,91
SKU-0038,C,C,2025-11-18,88,88
SKU-0049,C,C,2025-11-18,121,121
SKU-0058,D,A,2025-11-18,91,91
SKU-0094,C,B,2025-11-18,69,69
SKU-0150,C,A,2025-11-18,44,44
SKU-0172,C,B,2025-11-18,54,54
SKU-0187,E,C,2025-11-18,85,85
SKU-0200,C,C,2025-11-18,148,148
SKU-0212,B,C,2025-11-18,15,15
SKU-0243,C,C,2025-11-18,205,205
SKU-0003,A,B,2025-11-19,26,26
SKU-0039,D,B,2025-11-19,251,251
SKU-0044,E,B,2025-11-19,16,16
SKU-0054,E,C,2025-11-19,311,311
SKU-0066,B,C,2025-11-19,134,134
SKU-0074,A,C,2025-11-19,262,262
SKU-0093,A,C,2025-11-19,192,192
SKU-0106,B,C,2025-11-19,57,57
SKU-0124,D,B,2025-11-19,134,134
SKU-0193,C,C,2025-11-19,253,253
SKU-0204,C,B,2025-11-19,96,96
SKU-0211,C,C,2025-11-19,31,31
SKU-0237,B,C,2025-11-19,96,96
SKU-0171,C,B,2025-11-20,225,225
SKU-0195,E,A,2025-11-20,24,24
SKU-0202,D,C,2025-11-20,63,63
SKU-0226,B,C,2025-11-20,72,72
SKU-0073,A,C,2025-11-21,97,97
SKU-0095,A,C,2025-11-21,58,58
SKU-0112,C,C,2025-11-21,89,89
SKU-0120,D,A,2025-11-21,53,53
SKU-0190,D,C,2025-11-21,72,72
SKU-0197,B,A,2025-11-21,151,151
SKU-0198,C,B,2025-11-21,82,82
SKU-0208,B,C,2025-11-21,274,274
SKU-0221,E,C,2025-11-21,52,52
SKU-0247,D,B,2025-11-21,30,30
SKU-0008,A,C,2025-11-22,510,510
SKU-0042,A,B,2025-11-22,48,48
SKU-0072,A,C,2025-11-22,114,114
SKU-0113,E,B,2025-11-22,31,31
SKU-0135,B,B,2025-11-22,113,113
SKU-0155,E,B,2025-11-22,497,497
SKU-0160,A,C,2025-11-22,160,160
SKU-0167,A,C,2025-11-22,59,59
SKU-0179,A,C,2025-11-22,130,130
SKU-0017,B,B,2025-11-23,59,59
SKU-0025,A,C,2025-11-23,30,30
SKU-0050,A,B,2025-11-23,37,37
SKU-0092,A,C,2025-11-23,26,26
SKU-0132,C,C,2025-11-23,166,166
SKU-0138,B,B,2025-11-23,142,142
SKU-0149,C,B,2025-11-23,261,261
SKU-0174,C,A,2025-11-23,239,239
SKU-0176,B,C,2025-11-23,303,303
SKU-0183,D,C,2025-11-23,60,60
SKU-0194,A,C,2025-11-23,17,17
SKU-0232,C,C,2025-11-23,276,276
SKU-0240,D,C,2025-11-23,56,53
SKU-0021,B,C,2025-11-24,31,31
SKU-0036,B,B,2025-11-24,154,154
SKU-0062,C,A,2025-11-24,94,84
SKU-0076,A,C,2025-11-24,33,33
SKU-0085,C,C,2025-11-24,29,29
SKU-0123,B,B,2025-11-24,24,24
SKU-0128,D,C,2025-11-24,89,89
SKU-0129,D,B,2025-11-24,86,86
SKU-0133,C,C,2025-11-24,32,32
SKU-0182,B,C,2025-11-24,310,310
SKU-0230,C,B,2025-11-24,59,60
SKU-0013,A,B,2025-11-25,70,70
SKU-0028,A,A,2025-11-25,266,266
SKU-0068,C,B,2025-11-25,141,141
SKU-0089,B,A,2025-11-25,82,82
SKU-0098,D,B,2025-11-25,79,79
SKU-0122,D,C,2025-11-25,68,68
SKU-0051,C,C,2025-11-26,123,123
SKU-0052,D,C,2025-11-26,296,296
SKU-0206,D,B,2025-11-26,70,70
SKU-0213,A,A,2025-11-26,123,123
SKU-0004,D,C,2025-11-27,177,177
SKU-0006,D,B,2025-11-27,139,139
SKU-0040,D,A,2025-11-27,23,23
SKU-0067,C,C,2025-11-27,165,165
SKU-0082,D,B,2025-11-27,315,315
SKU-0143,A,B,2025-11-27,106,106
SKU-0185,C,C,2025-11-27,101,101
SKU-0244,D,B,2025-11-27,161,161
SKU-0086,B,A,2025-11-28,94,94
SKU-0105,B,B,2025-11-28,176,176
SKU-0114,E,C,2025-11-28,71,71
SKU-0180,D,B,2025-11-28,204,204
SKU-0025,A,C,2025-12-01,56,56
SKU-0027,C,B,2025-12-01,12,12
SKU-0045,B,A,2025-12-01,134,134
SKU-0048,D,B,2025-12-01,89,89
SKU-0132,C,C,2025-12-01,170,170
SKU-0139,E,B,2025-12-01,79,79
SKU-0144,A,C,2025-12-01,69,69
SKU-0148,C,C,2025-12-01,96,96
SKU-0192,A,C,2025-12-01,60,60
SKU-0247,D,B,2025-12-01,136,136
SKU-0030,C,B,2025-12-02,163,163
SKU-0033,D,C,2025-12-02,166,166
SKU-0034,B,C,2025-12-02,135,135
SKU-0120,D,A,2025-12-02,31,31
SKU-0138,B,B,2025-12-02,215,215
SKU-0150,C,A,2025-12-02,78,78
SKU-0157,D,B,2025-12-02,121,121
