po_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,expected_qty,received_qty,status
PO-004224,SUP-036,2025-01-07,2025-01-11,2025-01-11,133,133,Closed
PO-001803,SUP-007,2025-01-08,2025-01-21,2025-01-21,410,393,Closed
PO-002392,SUP-010,2025-01-08,2025-01-14,2025-01-14,221,221,Closed
PO-003033,SUP-016,2025-01-08,2025-01-16,2025-01-16,98,98,Closed
PO-002618,SUP-012,2025-01-08,2025-01-17,2025-01-16,621,621,Closed
PO-000988,SUP-004,2025-01-09,2025-01-17,2025-01-17,106,106,Closed
PO-000981,SUP-004,2025-01-09,2025-01-18,2025-01-18,1189,1189,Closed
PO-003768,SUP-023,2025-01-09,2025-01-12,2025-01-12,477,477,Closed
PO-004125,SUP-033,2025-01-09,2025-01-17,2025-01-19,151,151,Closed
PO-000106,SUP-001,2025-01-09,2025-01-14,2025-01-14,445,445,Closed
PO-002497,SUP-011,2025-01-10,2025-01-15,2025-01-15,109,109,Closed
PO-003917,SUP-026,2025-01-10,2025-01-15,2025-01-14,121,110,Closed
PO-001233,SUP-005,2025-01-10,2025-01-13,2025-01-13,212,212,Closed
PO-000109,SUP-001,2025-01-10,2025-01-12,2025-01-12,477,477,Closed
PO-002068,SUP-008,2025-01-10,2025-01-12,2025-01-12,229,229,Closed
PO-003766,SUP-023,2025-01-10,2025-01-16,2025-01-18,288,288,Closed
PO-004313,SUP-038,2025-01-10,2025-01-21,2025-01-21,347,347,Closed
PO-000103,SUP-001,2025-01-10,2025-01-12,2025-01-13,308,308,Closed
PO-001798,SUP-007,2025-01-10,2025-01-21,2025-01-21,136,136,Closed
PO-000989,SUP-004,2025-01-11,2025-01-19,2025-01-19,393,393,Closed
PO-001241,SUP-005,2025-01-11,2025-01-16,2025-01-16,414,414,Closed
PO-001236,SUP-005,2025-01-11,2025-01-14,2025-01-14,496,496,Closed
PO-000110,SUP-001,2025-01-11,2025-01-16,2025-01-16,659,659,Closed
PO-002391,SUP-010,2025-01-12,2025-01-16,2025-01-16,226,226,Closed
PO-003347,SUP-019,2025-01-12,2025-01-25,2025-01-25,152,152,Closed
PO-002917,SUP-015,2025-01-12,2025-01-17,2025-01-17,330,330,Closed
PO-002393,SUP-010,2025-01-12,2025-01-15,2025-01-14,227,227,Closed
PO-004312,SUP-038,2025-01-12,2025-01-26,2025-01-26,260,260,Closed
PO-003539,SUP-021,2025-01-12,2025-01-22,2025-01-22,755,755,Closed
PO-000992,SUP-004,2025-01-13,2025-01-22,2025-01-22,217,217,Closed
PO-004030,SUP-030,2025-01-13,2025-01-22,2025-01-21,84,84,Closed
PO-000116,SUP-001,2025-01-13,2025-01-18,2025-01-18,203,203,Closed
PO-002616,SUP-012,2025-01-13,2025-01-22,2025-01-22,289,289,Closed
PO-002064,SUP-008,2025-01-14,2025-01-17,2025-01-19,268,268,Closed
PO-004059,SUP-031,2025-01-14,2025-01-27,2025-01-26,536,536,Closed
PO-002498,SUP-011,2025-01-14,2025-01-16,2025-01-16,558,558,Closed
PO-000117,SUP-001,2025-01-14,2025-01-17,2025-01-17,124,124,Closed
PO-003031,SUP-016,2025-01-14,2025-01-23,2025-01-22,49,49,Closed
PO-001799,SUP-007,2025-01-15,2025-01-26,2025-01-26,541,541,Closed
PO-002810,SUP-014,2025-01-15,2025-01-25,2025-01-25,362,362,Closed
PO-000756,SUP-003,2025-01-15,2025-01-24,2025-01-24,166,166,Closed
PO-001802,SUP-007,2025-01-16,2025-01-30,2025-01-30,1160,1160,Closed
PO-001243,SUP-005,2025-01-16,2025-01-21,2025-01-21,812,812,Closed
PO-003139,SUP-017,2025-01-16,2025-01-26,2025-01-26,137,137,Closed
PO-001231,SUP-005,2025-01-16,2025-01-19,2025-01-19,321,295,Closed
PO-001805,SUP-007,2025-01-16,2025-01-27,2025-01-27,159,159,Closed
PO-000120,SUP-001,2025-01-16,2025-01-21,2025-01-21,869,655,Closed
PO-002911,SUP-015,2025-01-16,2025-01-21,2025-01-21,157,157,Closed
PO-000477,SUP-002,2025-01-16,2025-01-19,2025-01-19,80,80,Closed
PO-000115,SUP-001,2025-01-17,2025-01-19,2025-01-19,701,701,Closed
PO-000100,SUP-001,2025-01-17,2025-01-22,2025-01-22,218,218,Closed
PO-000111,SUP-001,2025-01-17,2025-01-22,2025-01-22,370,370,Closed
PO-002069,SUP-008,2025-01-17,2025-01-19,2025-01-19,95,95,Closed
PO-003981,SUP-028,2025-01-17,2025-01-21,2025-01-21,134,99,Closed
PO-000985,SUP-004,2025-01-17,2025-01-23,2025-01-23,726,726,Closed
PO-004159,SUP-034,2025-01-17,2025-01-21,2025-01-21,235,235,Closed
PO-002390,SUP-010,2025-01-17,2025-01-20,2025-01-20,403,403,Closed
PO-000104,SUP-001,2025-01-18,2025-01-20,2025-01-20,308,308,Closed
PO-003142,SUP-017,2025-01-18,2025-01-27,2025-01-27,191,191,Closed
PO-004269,SUP-037,2025-01-18,2025-01-24,2025-01-25,663,615,Closed
PO-003251,SUP-018,2025-01-19,2025-01-23,2025-01-22,234,234,Closed
PO-002394,SUP-010,2025-01-19,2025-01-25,2025-01-27,180,180,Closed
PO-004031,SUP-030,2025-01-19,2025-01-28,2025-01-28,303,303,Closed
PO-003140,SUP-017,2025-01-19,2025-01-26,2025-01-26,156,156,Closed
PO-001800,SUP-007,2025-01-19,2025-01-31,2025-01-30,110,110,Closed
PO-003538,SUP-021,2025-01-19,2025-01-29,2025-01-29,1545,1545,Closed
PO-003537,SUP-021,2025-01-19,2025-01-27,2025-01-27,1051,1051,Closed
PO-001232,SUP-005,2025-01-19,2025-01-22,2025-01-22,61,61,Closed
PO-001234,SUP-005,2025-01-20,2025-01-25,2025-01-25,265,265,Closed
PO-001238,SUP-005,2025-01-20,2025-01-25,2025-01-25,291,291,Closed
PO-000993,SUP-004,2025-01-20,2025-01-28,2025-01-28,174,174,Closed
PO-002916,SUP-015,2025-01-20,2025-01-24,2025-01-23,888,725,Closed
PO-003035,SUP-016,2025-01-20,2025-01-26,2025-01-26,382,382,Closed
PO-004354,SUP-039,2025-01-20,2025-01-24,2025-01-24,330,248,Closed
PO-000118,SUP-001,2025-01-21,2025-01-24,2025-01-24,1137,1137,Closed
PO-001806,SUP-007,2025-01-21,2025-02-01,2025-02-01,598,598,Closed
PO-004032,SUP-030,2025-01-21,2025-01-30,2025-01-30,147,147,Closed
PO-000757,SUP-003,2025-01-21,2025-01-28,2025-01-28,171,171,Closed
PO-001795,SUP-007,2025-01-21,2025-02-04,2025-02-04,151,151,Closed
PO-001525,SUP-006,2025-01-21,2025-01-29,2025-01-29,149,149,Closed
PO-002615,SUP-012,2025-01-21,2025-01-30,2025-01-30,285,285,Closed
PO-002918,SUP-015,2025-01-21,2025-01-24,2025-01-24,351,351,Closed
PO-000482,SUP-002,2025-01-21,2025-01-24,2025-01-28,256,256,Closed
PO-004222,SUP-036,2025-01-22,2025-01-24,2025-01-25,188,188,Closed
PO-000990,SUP-004,2025-01-22,2025-01-28,2025-01-28,412,412,Closed
PO-001519,SUP-006,2025-01-22,2025-01-31,2025-01-31,299,299,Closed
PO-000991,SUP-004,2025-01-22,2025-01-30,2025-01-30,548,548,Closed
PO-001518,SUP-006,2025-01-22,2025-01-31,2025-01-31,127,127,Closed
PO-002292,SUP-009,2025-01-23,2025-02-01,2025-02-01,382,382,Closed
PO-003034,SUP-016,2025-01-23,2025-02-01,2025-02-02,200,200,Closed
PO-000484,SUP-002,2025-01-23,2025-01-28,2025-01-28,373,373,Closed
PO-001523,SUP-006,2025-01-23,2025-02-01,2025-02-01,197,190,Closed
PO-002912,SUP-015,2025-01-23,2025-01-28,2025-01-28,1605,1605,Closed
PO-001794,SUP-007,2025-01-24,2025-02-07,2025-02-07,235,200,Closed
PO-002389,SUP-010,2025-01-24,2025-01-29,2025-01-29,295,295,Closed
PO-004002,SUP-029,2025-01-24,2025-02-02,2025-02-02,98,98,Closed
PO-001526,SUP-006,2025-01-24,2025-02-02,2025-02-02,157,157,Closed
PO-002063,SUP-008,2025-01-24,2025-01-29,2025-01-29,142,142,Closed
PO-000119,SUP-001,2025-01-25,2025-01-28,2025-01-28,80,80,Closed
PO-002914,SUP-015,2025-01-25,2025-01-29,2025-01-29,553,553,Closed
PO-001235,SUP-005,2025-01-25,2025-01-31,2025-01-31,125,125,Closed
PO-000986,SUP-004,2025-01-25,2025-02-02,2025-02-01,231,231,Closed
PO-000105,SUP-001,2025-01-25,2025-01-29,2025-01-29,348,348,Closed
PO-001517,SUP-006,2025-01-25,2025-02-03,2025-02-03,246,246,Closed
PO-003032,SUP-016,2025-01-25,2025-02-01,2025-02-01,630,630,Closed
PO-000485,SUP-002,2025-01-26,2025-02-01,2025-02-01,418,418,Closed
PO-000107,SUP-001,2025-01-26,2025-01-29,2025-01-29,835,835,Closed
PO-001524,SUP-006,2025-01-27,2025-02-04,2025-02-04,83,83,Closed
PO-004268,SUP-037,2025-01-27,2025-01-30,2025-01-30,213,213,Closed
PO-002291,SUP-009,2025-01-27,2025-02-04,2025-02-04,337,337,Closed
PO-002915,SUP-015,2025-01-27,2025-01-29,2025-01-29,47,47,Closed
PO-002614,SUP-012,2025-01-27,2025-02-03,2025-02-03,344,344,Closed
PO-002496,SUP-011,2025-01-27,2025-01-29,2025-01-29,256,256,Closed
PO-000481,SUP-002,2025-01-28,2025-02-02,2025-02-02,76,76,Closed
PO-002067,SUP-008,2025-01-28,2025-01-30,2025-01-30,427,427,Closed
PO-000753,SUP-003,2025-01-28,2025-02-04,2025-02-04,455,455,Closed
PO-001796,SUP-007,2025-01-28,2025-02-11,2025-02-11,1110,1110,Closed
PO-001242,SUP-005,2025-01-28,2025-02-03,2025-02-03,658,658,Closed
PO-003540,SUP-021,2025-01-28,2025-02-04,2025-02-04,384,384,Closed
PO-003030,SUP-016,2025-01-29,2025-02-05,2025-02-05,382,382,Closed
PO-000987,SUP-004,2025-01-29,2025-02-06,2025-02-06,85,85,Closed
PO-000755,SUP-003,2025-01-29,2025-02-06,2025-02-06,624,624,Closed
PO-003141,SUP-017,2025-01-29,2025-02-05,2025-02-05,330,330,Closed
PO-001804,SUP-007,2025-01-29,2025-02-10,2025-02-09,914,914,Closed
PO-000480,SUP-002,2025-01-29,2025-02-04,2025-02-04,878,878,Closed
PO-004060,SUP-031,2025-01-29,2025-02-09,2025-02-09,142,114,Closed
PO-002060,SUP-008,2025-01-29,2025-02-02,2025-02-02,183,183,Closed
PO-001793,SUP-007,2025-01-30,2025-02-10,2025-02-10,361,361,Closed
PO-001237,SUP-005,2025-01-30,2025-02-03,2025-02-03,1919,1919,Closed
PO-003853,SUP-024,2025-01-30,2025-02-03,2025-02-03,531,531,Closed
PO-002713,SUP-013,2025-01-30,2025-02-08,2025-02-08,199,199,Closed
PO-001801,SUP-007,2025-01-30,2025-02-13,2025-02-13,182,182,Closed
PO-000112,SUP-001,2025-01-30,2025-02-01,2025-02-01,99,99,Closed
PO-003890,SUP-025,2025-01-30,2025-02-06,2025-02-06,286,286,Closed
PO-001520,SUP-006,2025-01-30,2025-02-09,2025-02-08,298,298,Closed
PO-003652,SUP-022,2025-01-30,2025-02-06,2025-02-06,646,646,Closed
PO-001521,SUP-006,2025-01-31,2025-02-08,2025-02-08,179,179,Closed
PO-001522,SUP-006,2025-01-31,2025-02-10,2025-02-10,321,321,Closed
PO-002619,SUP-012,2025-01-31,2025-02-07,2025-02-07,1156,1156,Closed
PO-003651,SUP-022,2025-01-31,2025-02-06,2025-02-05,239,239,Closed
PO-003918,SUP-026,2025-01-31,2025-02-05,2025-02-07,357,301,Closed
PO-002065,SUP-008,2025-01-31,2025-02-04,2025-02-04,149,149,Closed
PO-001239,SUP-005,2025-01-31,2025-02-06,2025-02-07,245,245,Closed
PO-002613,SUP-012,2025-01-31,2025-02-07,2025-02-07,191,191,Closed
PO-000984,SUP-004,2025-01-31,2025-02-07,2025-02-07,130,130,Closed
PO-002499,SUP-011,2025-02-01,2025-02-03,2025-02-03,519,519,Closed
PO-003252,SUP-018,2025-02-01,2025-02-06,2025-02-06,239,239,Closed
PO-000771,SUP-003,2025-02-01,2025-02-08,2025-02-09,728,728,Closed
PO-002297,SUP-009,2025-02-01,2025-02-08,2025-02-08,308,308,Closed
PO-000496,SUP-002,2025-02-01,2025-02-05,2025-02-05,744,744,Closed
PO-001532,SUP-006,2025-02-01,2025-02-11,2025-02-11,501,501,Closed
PO-001253,SUP-005,2025-02-01,2025-02-07,2025-02-07,330,330,Closed
PO-000502,SUP-002,2025-02-01,2025-02-05,2025-02-05,228,228,Closed
PO-001248,SUP-005,2025-02-01,2025-02-05,2025-02-06,79,79,Closed
PO-003256,SUP-018,2025-02-01,2025-02-05,2025-02-05,261,250,Closed
PO-001533,SUP-006,2025-02-02,2025-02-09,2025-02-09,173,173,Closed
PO-000764,SUP-003,2025-02-02,2025-02-11,2025-02-11,302,302,Closed
PO-001534,SUP-006,2025-02-02,2025-02-11,2025-02-11,138,138,Closed
PO-002072,SUP-008,2025-02-02,2025-02-05,2025-02-05,167,167,Closed
PO-001535,SUP-006,2025-02-02,2025-02-09,2025-02-09,364,364,Closed
PO-001812,SUP-007,2025-02-02,2025-02-13,2025-02-13,221,221,Closed
PO-000494,SUP-002,2025-02-02,2025-02-08,2025-02-08,437,437,Closed
PO-000995,SUP-004,2025-02-02,2025-02-11,2025-02-11,2614,2614,Closed
PO-000996,SUP-004,2025-02-02,2025-02-10,2025-02-10,733,733,Closed
PO-002077,SUP-008,2025-02-03,2025-02-05,2025-02-05,81,59,Closed
PO-003039,SUP-016,2025-02-03,2025-02-09,2025-02-09,40,40,Closed
PO-004161,SUP-034,2025-02-03,2025-02-06,2025-02-07,204,204,Closed
PO-000136,SUP-001,2025-02-03,2025-02-05,2025-02-04,87,87,Closed
PO-002716,SUP-013,2025-02-03,2025-02-11,2025-02-10,194,194,Closed
PO-000766,SUP-003,2025-02-03,2025-02-13,2025-02-13,240,240,Closed
PO-003145,SUP-017,2025-02-03,2025-02-11,2025-02-11,108,108,Closed
PO-000768,SUP-003,2025-02-03,2025-02-12,2025-02-12,495,495,Closed
PO-002718,SUP-013,2025-02-03,2025-02-12,2025-02-12,660,660,Closed
PO-001001,SUP-004,2025-02-03,2025-02-09,2025-02-09,294,294,Closed
PO-004356,SUP-039,2025-02-04,2025-02-06,2025-02-06,474,474,Closed
PO-004270,SUP-037,2025-02-04,2025-02-09,2025-02-10,365,365,Closed
PO-003656,SUP-022,2025-02-04,2025-02-11,2025-02-10,142,142,Closed
PO-001002,SUP-004,2025-02-04,2025-02-12,2025-02-12,353,353,Closed
PO-001250,SUP-005,2025-02-04,2025-02-07,2025-02-07,649,649,Closed
PO-001251,SUP-005,2025-02-04,2025-02-08,2025-02-07,407,407,Closed
PO-001000,SUP-004,2025-02-04,2025-02-11,2025-02-11,587,587,Closed
PO-000127,SUP-001,2025-02-05,2025-02-09,2025-02-09,200,200,Closed
PO-001245,SUP-005,2025-02-05,2025-02-08,2025-02-08,263,263,Closed
PO-004127,SUP-033,2025-02-05,2025-02-13,2025-02-13,144,144,Closed
PO-000501,SUP-002,2025-02-05,2025-02-09,2025-02-08,170,170,Closed
PO-002074,SUP-008,2025-02-06,2025-02-08,2025-02-08,232,232,Closed
PO-001528,SUP-006,2025-02-06,2025-02-14,2025-02-14,334,334,Closed
PO-000772,SUP-003,2025-02-06,2025-02-15,2025-02-15,205,205,Closed
PO-001813,SUP-007,2025-02-06,2025-02-18,2025-02-18,129,129,Closed
PO-002814,SUP-014,2025-02-07,2025-02-17,2025-02-18,187,187,Closed
PO-001810,SUP-007,2025-02-07,2025-02-19,2025-02-19,227,227,Closed
PO-003036,SUP-016,2025-02-07,2025-02-15,2025-02-15,434,434,Closed
PO-002075,SUP-008,2025-02-07,2025-02-12,2025-02-12,817,817,Closed
PO-002812,SUP-014,2025-02-07,2025-02-17,2025-02-17,218,218,Closed
PO-000131,SUP-001,2025-02-07,2025-02-10,2025-02-12,268,268,Closed
PO-002398,SUP-010,2025-02-07,2025-02-11,2025-02-11,72,72,Closed
PO-003657,SUP-022,2025-02-07,2025-02-15,2025-02-15,93,93,Closed
PO-000492,SUP-002,2025-02-08,2025-02-11,2025-02-11,697,697,Closed
PO-003892,SUP-025,2025-02-08,2025-02-15,2025-02-15,128,128,Closed
PO-004033,SUP-030,2025-02-08,2025-02-16,2025-02-16,498,498,Closed
PO-000125,SUP-001,2025-02-08,2025-02-13,2025-02-13,418,418,Closed
PO-000132,SUP-001,2025-02-08,2025-02-11,2025-02-11,211,211,Closed
PO-003143,SUP-017,2025-02-08,2025-02-15,2025-02-15,366,366,Closed
PO-000503,SUP-002,2025-02-08,2025-02-13,2025-02-12,371,371,Closed
PO-000998,SUP-004,2025-02-08,2025-02-14,2025-02-13,508,508,Closed
PO-003654,SUP-022,2025-02-08,2025-02-17,2025-02-16,165,165,Closed
PO-000490,SUP-002,2025-02-08,2025-02-12,2025-02-12,268,268,Closed
PO-001254,SUP-005,2025-02-09,2025-02-15,2025-02-15,468,468,Closed
PO-001808,SUP-007,2025-02-09,2025-02-20,2025-02-20,391,391,Closed
PO-002500,SUP-011,2025-02-09,2025-02-12,2025-02-12,76,76,Closed
PO-000497,SUP-002,2025-02-09,2025-02-12,2025-02-12,1443,1443,Closed
PO-000498,SUP-002,2025-02-09,2025-02-12,2025-02-12,151,151,Closed
PO-000124,SUP-001,2025-02-09,2025-02-12,2025-02-12,354,354,Closed
PO-000999,SUP-004,2025-02-09,2025-02-18,2025-02-18,94,94,Closed
PO-003146,SUP-017,2025-02-09,2025-02-18,2025-02-18,451,371,Closed
PO-002811,SUP-014,2025-02-10,2025-02-19,2025-02-19,412,412,Closed
PO-001807,SUP-007,2025-02-10,2025-02-21,2025-02-21,224,224,Closed
PO-000134,SUP-001,2025-02-10,2025-02-12,2025-02-12,121,121,Closed
PO-002919,SUP-015,2025-02-10,2025-02-15,2025-02-15,328,328,Closed
PO-000773,SUP-003,2025-02-10,2025-02-19,2025-02-19,208,208,Closed
PO-000122,SUP-001,2025-02-10,2025-02-15,2025-02-15,378,378,Closed
PO-003449,SUP-020,2025-02-10,2025-02-12,2025-02-13,260,260,Closed
PO-002076,SUP-008,2025-02-11,2025-02-14,2025-02-14,445,445,Closed
PO-001246,SUP-005,2025-02-11,2025-02-17,2025-02-17,271,271,Closed
PO-001256,SUP-005,2025-02-11,2025-02-15,2025-02-15,423,423,Closed
PO-004192,SUP-035,2025-02-11,2025-02-18,2025-02-18,227,227,Closed
PO-001537,SUP-006,2025-02-11,2025-02-18,2025-02-18,259,259,Closed
PO-001252,SUP-005,2025-02-11,2025-02-16,2025-02-16,197,152,Closed
PO-002813,SUP-014,2025-02-12,2025-02-22,2025-02-22,79,79,Closed
PO-003253,SUP-018,2025-02-12,2025-02-17,2025-02-17,85,85,Closed
PO-002922,SUP-015,2025-02-12,2025-02-15,2025-02-16,57,57,Closed
PO-000487,SUP-002,2025-02-12,2025-02-17,2025-02-17,726,726,Closed
PO-004061,SUP-031,2025-02-12,2025-02-25,2025-02-24,320,320,Closed
PO-002397,SUP-010,2025-02-12,2025-02-16,2025-02-16,110,110,Closed
PO-003147,SUP-017,2025-02-13,2025-02-21,2025-02-20,210,210,Closed
PO-001529,SUP-006,2025-02-13,2025-02-22,2025-02-22,246,246,Closed
PO-000121,SUP-001,2025-02-13,2025-02-16,2025-02-16,143,143,Closed
PO-003659,SUP-022,2025-02-13,2025-02-20,2025-02-20,275,275,Closed
PO-003148,SUP-017,2025-02-13,2025-02-22,2025-02-22,411,411,Closed
PO-000137,SUP-001,2025-02-14,2025-02-16,2025-02-16,73,67,Closed
PO-003149,SUP-017,2025-02-14,2025-02-21,2025-02-21,238,238,Closed
PO-002296,SUP-009,2025-02-14,2025-02-24,2025-02-24,59,49,Closed
PO-003948,SUP-027,2025-02-14,2025-02-24,2025-02-24,438,438,Closed
PO-000138,SUP-001,2025-02-15,2025-02-19,2025-02-19,144,144,Closed
PO-000133,SUP-001,2025-02-15,2025-02-18,2025-02-18,94,94,Closed
PO-000499,SUP-002,2025-02-15,2025-02-21,2025-02-22,370,370,Closed
PO-002078,SUP-008,2025-02-15,2025-02-19,2025-02-19,1277,1277,Closed
PO-001003,SUP-004,2025-02-15,2025-02-24,2025-02-24,139,139,Closed
PO-000495,SUP-002,2025-02-16,2025-02-19,2025-02-19,179,179,Closed
PO-001249,SUP-005,2025-02-16,2025-02-21,2025-02-21,613,613,Closed
PO-003541,SUP-021,2025-02-16,2025-02-26,2025-02-26,101,101,Closed
PO-003144,SUP-017,2025-02-16,2025-02-24,2025-02-24,350,350,Closed
PO-003947,SUP-027,2025-02-16,2025-02-24,2025-02-24,259,259,Closed
PO-000763,SUP-003,2025-02-16,2025-02-26,2025-02-26,114,114,Closed
PO-002815,SUP-014,2025-02-17,2025-02-27,2025-02-28,377,377,Closed
PO-000129,SUP-001,2025-02-17,2025-02-19,2025-02-19,589,430,Closed
PO-000126,SUP-001,2025-02-17,2025-02-21,2025-02-21,199,199,Closed
PO-002624,SUP-012,2025-02-17,2025-02-26,2025-02-26,355,355,Closed
PO-001809,SUP-007,2025-02-17,2025-03-03,2025-03-03,450,374,Closed
PO-001255,SUP-005,2025-02-17,2025-02-23,2025-02-23,244,244,Closed
PO-003349,SUP-019,2025-02-17,2025-03-02,2025-03-02,623,623,Closed
PO-000997,SUP-004,2025-02-17,2025-02-26,2025-02-26,380,380,Closed
PO-000759,SUP-003,2025-02-17,2025-02-26,2025-02-26,348,348,Closed
PO-004314,SUP-038,2025-02-18,2025-03-03,2025-03-03,243,243,Closed
PO-003660,SUP-022,2025-02-18,2025-02-25,2025-02-26,159,159,Closed
PO-000130,SUP-001,2025-02-18,2025-02-21,2025-02-22,399,399,Closed
PO-000761,SUP-003,2025-02-18,2025-02-28,2025-02-28,310,310,Closed
PO-000489,SUP-002,2025-02-18,2025-02-21,2025-02-21,481,481,Closed
PO-001536,SUP-006,2025-02-18,2025-02-28,2025-02-28,444,444,Closed
PO-000770,SUP-003,2025-02-19,2025-02-28,2025-02-28,256,256,Closed
PO-002920,SUP-015,2025-02-19,2025-02-23,2025-02-23,502,502,Closed
PO-000500,SUP-002,2025-02-19,2025-02-23,2025-02-23,201,201,Closed
PO-002720,SUP-013,2025-02-19,2025-02-27,2025-02-27,436,358,Closed
PO-004160,SUP-034,2025-02-20,2025-02-23,2025-02-23,43,43,Closed
PO-001004,SUP-004,2025-02-20,2025-02-28,2025-02-27,144,144,Closed
PO-003255,SUP-018,2025-02-20,2025-02-24,2025-02-24,259,259,Closed
PO-000769,SUP-003,2025-02-21,2025-03-02,2025-03-04,171,171,Closed
PO-000493,SUP-002,2025-02-21,2025-02-26,2025-02-26,135,135,Closed
PO-002396,SUP-010,2025-02-21,2025-02-25,2025-02-25,516,516,Closed
PO-003150,SUP-017,2025-02-21,2025-02-28,2025-02-28,714,714,Closed
PO-002299,SUP-009,2025-02-21,2025-02-28,2025-03-02,111,111,Closed
PO-002071,SUP-008,2025-02-22,2025-02-25,2025-02-25,320,320,Closed
PO-002080,SUP-008,2025-02-22,2025-02-24,2025-02-24,444,444,Closed
PO-000765,SUP-003,2025-02-22,2025-03-03,2025-03-03,288,240,Closed
PO-001531,SUP-006,2025-02-22,2025-03-02,2025-03-02,40,40,Closed
PO-003891,SUP-025,2025-02-22,2025-03-04,2025-03-04,295,295,Closed
PO-000491,SUP-002,2025-02-22,2025-02-28,2025-02-28,167,167,Closed
PO-003348,SUP-019,2025-02-22,2025-03-05,2025-03-05,317,317,Closed
PO-002298,SUP-009,2025-02-22,2025-03-01,2025-03-01,201,201,Closed
PO-000774,SUP-003,2025-02-22,2025-03-01,2025-03-01,198,198,Closed
PO-000767,SUP-003,2025-02-23,2025-03-02,2025-03-02,252,252,Closed
PO-003854,SUP-024,2025-02-23,2025-02-26,2025-02-26,457,457,Closed
PO-001527,SUP-006,2025-02-23,2025-03-05,2025-03-05,523,523,Closed
PO-002079,SUP-008,2025-02-23,2025-02-25,2025-02-26,157,157,Closed
PO-002620,SUP-012,2025-02-23,2025-03-03,2025-03-03,225,225,Closed
PO-002070,SUP-008,2025-02-23,2025-02-26,2025-02-26,225,225,Closed
PO-002622,SUP-012,2025-02-23,2025-03-02,2025-03-02,746,746,Closed
PO-003254,SUP-018,2025-02-24,2025-03-02,2025-03-02,225,225,Closed
PO-001247,SUP-005,2025-02-24,2025-02-28,2025-02-28,282,282,Closed
PO-001538,SUP-006,2025-02-24,2025-03-04,2025-03-04,135,135,Closed
PO-002921,SUP-015,2025-02-24,2025-03-01,2025-03-01,424,424,Closed
PO-002073,SUP-008,2025-02-24,2025-02-26,2025-02-26,40,40,Closed
PO-002083,SUP-008,2025-02-24,2025-02-28,2025-02-28,327,283,Closed
PO-002081,SUP-008,2025-02-24,2025-02-28,2025-03-01,208,185,Closed
PO-001811,SUP-007,2025-02-24,2025-03-10,2025-03-10,159,159,Closed
PO-002295,SUP-009,2025-02-24,2025-03-05,2025-03-05,91,91,Closed
PO-000762,SUP-003,2025-02-25,2025-03-06,2025-03-06,137,137,Closed
PO-000135,SUP-001,2025-02-25,2025-03-01,2025-02-28,237,237,Closed
PO-003655,SUP-022,2025-02-25,2025-03-03,2025-03-02,187,187,Closed
PO-003038,SUP-016,2025-02-25,2025-03-06,2025-03-06,142,142,Closed
PO-002719,SUP-013,2025-02-26,2025-03-04,2025-03-04,397,397,Closed
PO-001530,SUP-006,2025-02-26,2025-03-08,2025-03-08,295,295,Closed
PO-002082,SUP-008,2025-02-26,2025-03-03,2025-03-03,247,247,Closed
PO-002623,SUP-012,2025-02-26,2025-03-07,2025-03-09,79,79,Closed
PO-000488,SUP-002,2025-02-26,2025-03-02,2025-03-02,134,134,Closed
PO-002715,SUP-013,2025-02-26,2025-03-07,2025-03-07,578,578,Closed
PO-000128,SUP-001,2025-02-27,2025-03-02,2025-03-03,156,156,Closed
PO-003658,SUP-022,2025-02-27,2025-03-05,2025-03-04,231,231,Closed
PO-002621,SUP-012,2025-02-27,2025-03-07,2025-03-07,273,248,Closed
PO-002294,SUP-009,2025-02-27,2025-03-06,2025-03-06,121,121,Closed
PO-002717,SUP-013,2025-02-27,2025-03-08,2025-03-08,233,233,Closed
PO-000760,SUP-003,2025-02-27,2025-03-08,2025-03-08,249,249,Closed
PO-004126,SUP-033,2025-02-28,2025-03-09,2025-03-09,172,172,Closed
PO-002714,SUP-013,2025-02-28,2025-03-06,2025-03-05,83,66,Closed
PO-002501,SUP-011,2025-02-28,2025-03-05,2025-03-05,353,353,Closed
PO-000123,SUP-001,2025-02-28,2025-03-04,2025-03-04,164,164,Closed
PO-003037,SUP-016,2025-02-28,2025-03-08,2025-03-07,161,161,Closed
PO-003543,SUP-021,2025-03-01,2025-03-11,2025-03-11,709,709,Closed
PO-001012,SUP-004,2025-03-01,2025-03-09,2025-03-08,585,585,Closed
PO-004316,SUP-038,2025-03-01,2025-03-14,2025-03-14,188,188,Closed
PO-001007,SUP-004,2025-03-01,2025-03-08,2025-03-08,696,696,Closed
PO-002088,SUP-008,2025-03-01,2025-03-05,2025-03-05,284,284,Closed
PO-000160,SUP-001,2025-03-01,2025-03-06,2025-03-05,259,259,Closed
PO-000778,SUP-003,2025-03-01,2025-03-10,2025-03-10,399,399,Closed
PO-002817,SUP-014,2025-03-01,2025-03-11,2025-03-11,327,283,Closed
PO-000517,SUP-002,2025-03-01,2025-03-04,2025-03-04,355,302,Closed
PO-002098,SUP-008,2025-03-01,2025-03-04,2025-03-04,286,286,Closed
PO-000158,SUP-001,2025-03-01,2025-03-05,2025-03-05,510,510,Closed
PO-003152,SUP-017,2025-03-02,2025-03-11,2025-03-11,219,219,Closed
