merchant_id,month,txn_count,txn_value_gbp,declined_count,fee_revenue_gbp
M-0030,2026-04,8908,172171.6,192,2746.4
M-0030,2026-05,9083,168895.64,211,2659.93
M-0030,2026-06,8340,169889.14,234,2635.52
M-0031,2026-03,24,5845.33,0,64.18
M-0031,2026-04,35,9020.45,3,94.16
M-0031,2026-05,51,11905.48,1,132.35
M-0031,2026-06,88,20325.43,6,213.85
M-0032,2025-01,122,4802.98,7,94.75
M-0032,2025-02,234,9503.39,9,183.85
M-0032,2025-03,300,13323.64,13,255.24
M-0032,2025-04,430,17019.56,16,324.86
M-0032,2025-05,497,19825.54,33,379.24
M-0032,2025-06,566,21908.93,16,413.96
M-0032,2025-07,584,25470.89,31,491.7
M-0032,2025-08,599,24481.46,30,475.37
M-0032,2025-09,588,25725.39,26,486.61
M-0032,2025-10,587,23778.82,26,458.07
M-0032,2025-11,779,30672.41,27,587.14
M-0032,2025-12,938,40331.72,50,774.32
M-0032,2026-01,548,23198.28,16,421.37
M-0032,2026-02,709,27300.79,31,542.01
M-0032,2026-03,742,28302.91,39,560.62
M-0032,2026-04,577,26689.09,30,524.4
M-0032,2026-05,709,30164.31,37,580.97
M-0032,2026-06,644,27797.41,36,522.92
M-0033,2024-05,115,26612.98,6,292.61
M-0033,2024-06,212,53422.13,4,577.07
M-0033,2024-07,380,86220.53,14,1014.97
M-0033,2024-08,497,110016.56,24,1165.09
M-0033,2024-09,416,99953.76,15,1078.3
M-0033,2024-10,462,102891.02,21,1119.69
M-0033,2024-11,434,109318.55,8,1207.49
M-0033,2024-12,530,115247.44,19,1230.0
M-0033,2025-01,320,75176.11,15,852.78
M-0033,2025-02,286,75419.68,10,864.15
M-0033,2025-03,525,118592.46,22,1339.74
M-0033,2025-04,468,113579.83,11,1234.05
M-0033,2025-05,552,131433.38,18,1420.44
M-0033,2025-06,595,149282.71,13,1754.48
M-0033,2025-07,826,179973.16,25,1954.7
M-0033,2025-08,654,163994.89,21,1768.03
M-0033,2025-09,495,124344.92,19,1436.15
M-0033,2025-10,525,122828.19,12,1316.12
M-0033,2025-11,580,133266.56,12,1374.72
M-0033,2025-12,502,124490.68,15,1404.65
M-0033,2026-01,400,99435.75,17,1027.64
M-0033,2026-02,414,100090.46,16,1089.54
M-0033,2026-03,574,136078.08,29,1551.76
M-0033,2026-04,561,135534.41,22,1491.96
M-0033,2026-05,584,135922.05,12,1491.5
M-0033,2026-06,677,176387.05,20,1911.04
M-0034,2025-12,410,11795.8,8,163.44
M-0034,2026-01,432,12258.3,10,162.73
M-0034,2026-02,631,17246.04,18,223.78
M-0034,2026-03,718,21428.58,9,294.9
M-0034,2026-04,960,26283.31,25,344.93
M-0034,2026-05,1245,35739.61,35,506.02
M-0034,2026-06,1217,33157.19,24,463.59
M-0035,2024-01,292,12101.32,18,226.68
M-0035,2024-02,270,11648.09,9,226.15
M-0035,2024-03,293,12193.67,11,223.7
M-0035,2024-04,304,12810.48,8,248.5
M-0035,2024-05,328,12842.14,9,254.93
M-0035,2024-06,318,13991.36,12,273.56
M-0035,2024-07,303,13106.77,11,251.13
M-0035,2024-08,286,12653.58,15,238.78
M-0035,2024-09,329,13855.41,15,271.27
M-0035,2024-10,289,12368.44,15,245.56
M-0035,2024-11,453,18456.88,16,335.42
M-0035,2024-12,487,20786.93,19,387.75
M-0035,2025-01,291,12223.58,9,241.17
M-0035,2025-02,307,13790.44,15,249.85
M-0035,2025-03,313,13932.61,12,269.48
M-0035,2025-04,330,14153.98,24,265.85
M-0035,2025-05,390,15457.55,20,281.45
M-0035,2025-06,357,13978.7,14,257.4
M-0035,2025-07,367,15235.64,27,296.1
M-0035,2025-08,300,13063.26,10,255.15
M-0035,2025-09,362,14806.66,15,274.45
M-0035,2025-10,367,14480.75,12,278.53
M-0035,2025-11,435,17716.97,16,324.32
M-0035,2025-12,561,22052.62,16,429.77
M-0035,2026-01,280,12245.21,16,228.55
M-0035,2026-02,363,16101.79,18,300.22
M-0035,2026-03,400,15624.55,19,305.17
M-0035,2026-04,337,14343.06,22,276.58
M-0035,2026-05,400,16451.41,24,309.86
M-0035,2026-06,449,17951.92,20,333.41
M-0036,2024-07,144,4496.93,3,64.83
M-0036,2024-08,268,7438.04,7,104.17
M-0036,2024-09,357,10655.42,5,155.75
M-0036,2024-10,459,13208.32,10,185.02
M-0036,2024-11,647,18731.56,14,246.15
M-0036,2024-12,1023,26807.27,31,398.82
M-0036,2025-01,580,17401.32,11,249.07
M-0036,2025-02,705,18867.38,18,269.71
M-0036,2025-03,632,17397.6,31,245.38
M-0036,2025-04,589,15814.58,36,226.22
M-0036,2025-05,406,12587.66,32,175.26
M-0036,2025-06,317,9180.86,31,128.45
M-0037,2024-06,357,9150.44,14,127.06
M-0037,2024-07,540,14624.9,19,215.72
M-0037,2024-08,795,22310.87,19,319.54
M-0037,2024-09,1062,29405.11,33,368.12
M-0037,2024-10,1064,30740.25,19,444.92
M-0037,2024-11,1786,53581.64,44,752.7
M-0037,2024-12,1935,56308.16,59,809.02
M-0037,2025-01,1212,33547.24,30,480.2
M-0037,2025-02,1423,40710.43,45,564.79
M-0037,2025-03,1450,42170.21,36,576.64
M-0037,2025-04,1395,40861.23,41,572.45
M-0037,2025-05,1624,46173.51,31,606.8
M-0037,2025-06,1546,43046.47,46,610.52
M-0037,2025-07,1506,42703.92,29,575.28
M-0037,2025-08,1648,46114.55,34,646.04
M-0037,2025-09,1477,43286.39,22,571.12
M-0037,2025-10,1464,40694.64,44,531.86
M-0037,2025-11,1852,53276.83,43,781.88
M-0037,2025-12,2503,61758.91,49,836.29
M-0037,2026-01,1340,40907.06,28,568.63
M-0037,2026-02,1656,49089.9,44,697.72
M-0037,2026-03,1485,43599.3,39,620.73
M-0037,2026-04,1619,44837.3,36,636.04
M-0037,2026-05,1948,50171.35,57,696.5
M-0037,2026-06,1728,49424.7,54,686.8
M-0038,2026-04,696,13521.35,14,216.83
M-0038,2026-05,1216,22232.82,18,353.68
M-0038,2026-06,1628,29620.29,39,450.77
M-0039,2024-01,728,33207.05,32,623.77
M-0039,2024-02,943,39549.0,47,770.62
M-0039,2024-03,929,42349.09,34,784.21
M-0039,2024-04,1025,41947.38,56,791.71
M-0039,2024-05,918,40778.88,44,809.41
M-0039,2024-06,939,37627.64,56,729.36
M-0039,2024-07,868,38394.38,39,736.59
M-0039,2024-08,860,36782.38,40,683.18
M-0039,2024-09,951,40131.2,47,792.81
M-0039,2024-10,879,40145.05,33,799.79
M-0039,2024-11,1211,51142.43,52,958.73
M-0039,2024-12,1528,56753.26,91,1085.7
M-0039,2025-01,807,34091.64,30,657.28
M-0039,2025-02,1184,46803.6,50,851.22
M-0039,2025-03,1101,47145.24,44,904.34
M-0039,2025-04,1147,43144.99,55,766.56
M-0039,2025-05,968,41803.65,44,771.85
M-0039,2025-06,1097,50624.32,60,934.79
M-0039,2025-07,1205,46628.55,70,846.42
M-0039,2025-08,1113,43432.41,51,793.04
M-0039,2025-09,1065,44252.45,39,835.86
M-0039,2025-10,1253,51636.45,74,957.9
M-0039,2025-11,1468,59522.9,61,1208.63
M-0039,2025-12,1737,74105.2,89,1451.26
M-0039,2026-01,987,42369.87,44,777.62
M-0039,2026-02,1247,48839.13,58,917.48
M-0039,2026-03,1058,46660.28,53,895.76
M-0039,2026-04,953,42378.92,54,817.15
M-0039,2026-05,1263,50883.06,63,945.61
M-0039,2026-06,1137,48588.88,50,947.63
M-0040,2024-01,334,28590.19,8,341.43
M-0040,2024-02,366,31196.84,13,372.97
M-0040,2024-03,334,27134.52,3,325.76
M-0040,2024-04,414,29762.74,15,337.85
M-0040,2024-05,342,29302.46,9,333.61
M-0040,2024-06,384,29579.03,6,355.31
M-0040,2024-07,289,28578.64,5,324.42
M-0040,2024-08,336,28054.62,5,326.08
M-0040,2024-09,390,30925.21,5,366.82
M-0040,2024-10,379,31728.89,2,383.2
M-0040,2024-11,392,34155.83,8,398.15
M-0040,2024-12,373,31024.89,8,383.79
M-0040,2025-01,384,33018.96,8,383.11
M-0040,2025-02,368,31584.33,9,380.98
M-0040,2025-03,390,32839.49,6,393.42
M-0040,2025-04,385,30903.12,10,389.78
M-0040,2025-05,434,35188.3,10,413.2
M-0040,2025-06,398,32076.41,7,388.16
M-0040,2025-07,370,32140.28,4,397.78
M-0040,2025-08,423,35097.52,4,406.24
M-0040,2025-09,365,30746.75,7,363.0
M-0040,2025-10,422,34255.31,8,427.31
M-0040,2025-11,349,30229.78,6,360.01
M-0040,2025-12,442,32840.68,13,379.59
M-0040,2026-01,464,36094.51,4,442.33
M-0040,2026-02,389,33790.95,12,407.35
M-0040,2026-03,427,35677.06,4,431.42
M-0040,2026-04,384,34220.17,6,421.36
M-0040,2026-05,385,31805.79,5,371.91
M-0040,2026-06,463,37981.19,8,455.96
M-0041,2025-12,289,22835.83,5,271.93
M-0041,2026-01,429,37898.38,8,450.11
M-0041,2026-02,590,50778.79,10,604.58
M-0041,2026-03,788,72114.64,18,837.93
M-0041,2026-04,1021,79279.72,18,976.18
M-0041,2026-05,1300,109213.34,29,1349.38
M-0041,2026-06,1146,100834.25,14,1142.13
M-0042,2024-01,1654,45417.15,39,665.14
M-0042,2024-02,2904,78664.64,55,1077.51
M-0042,2024-03,2750,81108.52,88,1156.49
M-0042,2024-04,3902,106574.29,114,1485.6
M-0042,2024-05,5489,136418.2,129,1971.86
M-0042,2024-06,4245,120696.14,89,1628.23
M-0042,2024-07,5166,141295.1,113,2028.74
M-0042,2024-08,4489,130072.53,119,1800.07
M-0042,2024-09,5196,131456.21,138,1840.7
M-0042,2024-10,4768,132958.2,139,1941.97
M-0042,2024-11,5199,149171.41,115,2031.09
M-0042,2024-12,6862,191144.06,222,2676.7
M-0042,2025-01,3478,101380.52,145,1379.33
M-0042,2025-02,4310,120684.21,264,1660.49
M-0042,2025-03,3776,102902.12,184,1511.14
M-0042,2025-04,2206,64436.87,190,953.13
M-0043,2024-01,3928,95614.88,103,1326.22
M-0043,2024-02,3778,104674.52,127,1451.57
M-0043,2024-03,3574,103959.17,77,1449.63
M-0043,2024-04,3708,109814.81,109,1552.16
M-0043,2024-05,4313,120440.21,126,1612.91
M-0043,2024-06,3903,112098.79,102,1545.23
M-0043,2024-07,4028,112463.7,109,1537.35
M-0043,2024-08,4225,119787.29,123,1695.31
M-0043,2024-09,4040,116304.92,87,1555.1
M-0043,2024-10,4626,122007.79,137,1674.78
M-0043,2024-11,5618,159788.39,134,2304.25
M-0043,2024-12,6204,164374.02,146,2234.38
M-0043,2025-01,3141,94887.23,66,1360.0
M-0043,2025-02,4417,121308.73,95,1593.41
M-0043,2025-03,4636,131543.69,120,1786.3
M-0043,2025-04,4245,115145.17,103,1613.1
M-0043,2025-05,3726,103714.79,100,1473.28
M-0043,2025-06,4227,116366.51,127,1607.11
M-0043,2025-07,3964,117493.37,114,1688.25
M-0043,2025-08,4405,124232.36,107,1726.9
M-0043,2025-09,4219,119592.14,97,1689.12
M-0043,2025-10,3949,111366.38,92,1576.33
M-0043,2025-11,5582,150124.27,138,2106.48
M-0043,2025-12,6590,181440.8,183,2504.81
M-0043,2026-01,3178,95875.3,83,1302.73
M-0043,2026-02,4744,138160.28,104,1993.85
M-0043,2026-03,4483,128369.96,107,1716.84
M-0043,2026-04,4427,124056.05,88,1743.48
M-0043,2026-05,4141,113017.44,81,1589.56
M-0043,2026-06,4910,131967.18,146,1881.59
M-0044,2024-01,703,29791.58,47,548.58
M-0044,2024-02,1318,52578.76,52,987.93
M-0044,2024-03,1512,63917.09,65,1248.61
M-0044,2024-04,1919,82073.96,108,1640.56
M-0044,2024-05,2212,96866.25,118,1858.48
M-0044,2024-06,2130,95573.0,117,1842.35
M-0044,2024-07,2388,98118.73,75,1970.09
M-0044,2024-08,2287,101549.8,118,1969.59
M-0044,2024-09,2372,97362.24,111,1781.36
M-0044,2024-10,2281,96314.66,149,1797.49
M-0044,2024-11,2905,108484.93,173,2152.56
M-0044,2024-12,2405,110361.68,269,2136.05
M-0044,2025-01,1268,52100.11,162,1058.68
M-0044,2025-02,1184,48100.13,162,902.9
M-0045,2024-07,86,3514.82,3,70.97
M-0045,2024-08,150,6500.01,7,118.65
M-0045,2024-09,204,8476.58,3,162.73
M-0045,2024-10,296,11610.29,10,218.11
M-0045,2024-11,440,17843.2,27,337.77
M-0045,2024-12,530,22416.05,19,431.15
M-0045,2025-01,326,12551.92,21,231.38
M-0045,2025-02,386,15782.52,17,284.22
M-0045,2025-03,418,17855.59,14,338.53
M-0045,2025-04,378,16847.08,11,323.41
M-0045,2025-05,363,16187.65,19,306.67
M-0045,2025-06,426,16156.74,18,299.49
M-0045,2025-07,427,16477.52,16,296.08
M-0045,2025-08,377,15888.05,16,300.92
M-0045,2025-09,484,19146.21,19,356.96
M-0045,2025-10,420,16927.65,16,322.37
M-0045,2025-11,507,21122.81,19,407.5
M-0045,2025-12,629,26903.31,14,541.95
M-0045,2026-01,344,14922.3,17,268.58
M-0045,2026-02,381,17011.11,19,313.39
M-0045,2026-03,488,20491.3,14,405.15
M-0045,2026-04,436,18430.75,19,352.42
M-0045,2026-05,364,16051.02,25,305.22
M-0045,2026-06,431,18570.23,26,347.88
M-0046,2024-02,1309,55325.14,56,1067.42
M-0046,2024-03,2232,87935.6,136,1728.68
M-0046,2024-04,3071,136234.57,109,2598.59
M-0046,2024-05,4340,184878.01,203,3529.22
M-0046,2024-06,5641,236452.97,286,4495.99
M-0046,2024-07,5793,255623.99,202,4698.34
M-0046,2024-08,6341,258549.57,337,4855.13
M-0046,2024-09,6023,246732.43,273,4611.68
M-0046,2024-10,5717,252328.22,263,4328.22
M-0046,2024-11,7221,307316.78,330,5902.5
M-0046,2024-12,8891,368066.28,405,6910.63
M-0046,2025-01,4937,206825.59,193,3952.34
M-0046,2025-02,7238,286844.41,307,5462.23
M-0046,2025-03,6467,268201.59,270,4953.61
M-0046,2025-04,6837,297666.88,289,5727.82
M-0046,2025-05,6604,291836.52,328,5440.96
M-0046,2025-06,6972,296482.78,312,5396.35
M-0046,2025-07,6587,256166.09,337,4914.37
M-0046,2025-08,6795,282494.44,295,5548.42
M-0046,2025-09,7051,302690.6,382,5875.11
M-0046,2025-10,6843,300127.84,330,5896.26
M-0046,2025-11,8907,366711.06,348,6803.05
M-0046,2025-12,9743,410022.64,382,7994.66
M-0046,2026-01,5927,251249.71,276,4428.71
M-0046,2026-02,6555,291961.21,334,5703.53
M-0046,2026-03,6991,289506.68,242,5536.7
M-0046,2026-04,7157,285377.61,313,5399.67
M-0046,2026-05,7449,318888.73,297,6296.9
M-0046,2026-06,8326,325966.24,304,6127.98
M-0047,2024-01,206,17695.13,3,210.78
M-0047,2024-02,207,19226.03,1,225.72
M-0047,2024-03,245,18861.19,4,217.68
M-0047,2024-04,213,17397.22,8,206.85
M-0047,2024-05,256,20579.29,3,240.77
M-0047,2024-06,209,18735.54,3,226.16
M-0047,2024-07,220,19102.53,3,235.08
M-0047,2024-08,223,18272.03,1,203.32
M-0047,2024-09,223,18494.9,7,234.03
M-0047,2024-10,228,20773.99,2,241.29
M-0047,2024-11,266,22435.36,5,270.32
M-0047,2024-12,199,17956.57,3,214.13
M-0047,2025-01,240,21457.32,2,259.57
M-0047,2025-02,233,19833.44,6,234.3
M-0047,2025-03,255,20478.12,2,240.98
M-0047,2025-04,234,20040.49,1,240.93
M-0047,2025-05,219,18603.31,3,217.16
M-0047,2025-06,236,18946.08,8,224.25
M-0047,2025-07,218,19053.02,3,234.14
M-0047,2025-08,266,23007.91,6,277.16
M-0047,2025-09,218,20454.58,2,247.46
M-0047,2025-10,266,21612.78,7,255.87
M-0047,2025-11,238,19849.46,5,243.13
M-0047,2025-12,242,20020.53,9,240.76
M-0047,2026-01,267,21854.48,11,263.61
M-0047,2026-02,273,22682.66,7,258.96
M-0047,2026-03,230,18971.95,3,215.48
M-0047,2026-04,292,22755.11,5,274.36
M-0047,2026-05,266,21797.39,6,249.39
M-0047,2026-06,252,20638.98,5,235.63
M-0048,2024-01,124,5390.16,3,103.38
M-0048,2024-02,178,7565.44,6,142.25
M-0048,2024-03,163,6616.51,5,123.5
M-0048,2024-04,159,6156.95,14,122.79
M-0048,2024-05,179,7292.69,13,139.13
M-0048,2024-06,161,7124.23,8,135.61
M-0048,2024-07,144,6226.5,5,116.55
M-0048,2024-08,164,7332.78,5,141.48
M-0048,2024-09,185,7271.36,9,133.54
M-0048,2024-10,166,6841.41,7,126.41
M-0048,2024-11,214,9121.17,19,176.4
M-0048,2024-12,234,10514.75,16,210.65
M-0048,2025-01,142,5956.57,7,113.31
M-0048,2025-02,169,7488.07,7,144.14
M-0048,2025-03,193,7727.47,8,149.87
M-0048,2025-04,199,7816.98,11,141.39
M-0048,2025-05,198,7591.0,8,143.17
M-0048,2025-06,198,8232.85,9,161.04
M-0048,2025-07,163,7400.01,10,140.26
M-0048,2025-08,186,7566.29,8,148.91
M-0048,2025-09,180,7588.6,4,141.19
M-0048,2025-10,196,8401.12,13,163.07
M-0048,2025-11,189,8531.68,8,155.15
M-0048,2025-12,248,10378.7,10,199.29
M-0048,2026-01,150,6577.19,7,121.01
M-0048,2026-02,184,7432.34,7,139.85
M-0048,2026-03,213,8669.38,8,159.04
M-0048,2026-04,218,8561.55,14,164.04
M-0048,2026-05,202,8509.76,10,159.98
M-0048,2026-06,211,8789.49,14,168.98
M-0049,2025-10,78,6421.86,2,79.16
M-0049,2025-11,106,9298.72,5,114.62
M-0049,2025-12,163,13534.77,2,157.57
M-0049,2026-01,186,16692.68,1,199.71
M-0049,2026-02,237,20398.24,6,250.36
M-0049,2026-03,275,25176.79,3,317.27
M-0049,2026-04,316,27029.86,12,330.76
M-0049,2026-05,301,25595.02,6,297.5
M-0049,2026-06,320,26765.75,8,334.02
M-0050,2025-07,69,2763.26,5,52.84
M-0050,2025-08,109,4561.54,5,85.8
M-0050,2025-09,161,6337.39,7,122.41
M-0050,2025-10,187,7953.98,9,149.89
M-0050,2025-11,323,12922.72,14,248.53
M-0050,2025-12,466,18736.43,20,363.64
M-0050,2026-01,237,10358.69,17,190.43
M-0050,2026-02,307,12748.86,19,247.88
M-0050,2026-03,274,11656.15,22,226.94
M-0050,2026-04,292,12451.27,12,236.6
M-0050,2026-05,301,12339.59,11,224.57
M-0050,2026-06,315,13526.98,11,255.75
M-0051,2025-08,158,6789.95,6,135.14
M-0051,2025-09,275,10968.76,11,200.6
M-0051,2025-10,399,16653.75,25,296.18
M-0051,2025-11,589,24949.24,20,462.83
M-0051,2025-12,937,38294.24,46,723.01
M-0051,2026-01,662,28381.01,33,551.67
M-0051,2026-02,802,30674.98,38,578.17
M-0051,2026-03,821,31259.64,23,583.3
M-0051,2026-04,729,29707.17,34,554.04
M-0051,2026-05,710,29098.3,34,540.49
M-0051,2026-06,807,32540.68,40,629.71
M-0052,2026-02,75,6353.21,0,71.45
M-0052,2026-03,117,10623.4,4,133.76
M-0052,2026-04,175,15652.56,2,191.13
M-0052,2026-05,208,18133.88,6,217.33
M-0052,2026-06,334,26592.39,8,309.93
M-0053,2024-01,2978,83054.93,74,1171.15
M-0053,2024-02,3528,99335.96,97,1410.79
M-0053,2024-03,3037,92335.56,76,1343.92
M-0053,2024-04,3575,98951.76,53,1389.88
M-0053,2024-05,3181,89800.2,62,1185.45
M-0053,2024-06,3201,90698.05,80,1316.18
M-0053,2024-07,3902,105818.46,106,1484.75
M-0053,2024-08,3934,110789.17,116,1603.66
M-0053,2024-09,4039,110105.77,91,1479.69
M-0053,2024-10,3563,95177.72,113,1333.65
M-0053,2024-11,4145,118962.23,161,1708.67
M-0053,2024-12,4042,125431.19,202,1743.47
M-0053,2025-01,2411,73498.06,176,1033.91
M-0053,2025-02,2136,55337.23,181,787.01
M-0054,2024-08,426,8052.23,6,131.44
M-0054,2024-09,711,12567.13,17,202.92
M-0054,2024-10,853,15665.29,16,252.58
M-0054,2024-11,1268,23058.85,24,369.4
M-0054,2024-12,2250,42688.46,35,675.12
M-0054,2025-01,1224,21979.63,33,351.4
M-0054,2025-02,1533,30352.38,34,492.57
M-0054,2025-03,1673,32001.25,35,509.62
M-0054,2025-04,1833,33415.11,39,553.67
M-0054,2025-05,1540,28910.2,39,493.29
M-0054,2025-06,1862,34521.21,39,587.53
M-0054,2025-07,2081,38163.94,55,621.4
M-0054,2025-08,1715,33583.21,44,541.15
M-0054,2025-09,1817,33318.58,40,508.84
M-0054,2025-10,1930,34741.51,43,576.4
M-0054,2025-11,1918,35316.6,36,573.66
M-0054,2025-12,2490,46265.84,60,716.19
M-0054,2026-01,1551,28332.31,41,433.73
M-0054,2026-02,1738,33497.13,46,529.34
M-0054,2026-03,2062,36972.2,43,572.82
M-0054,2026-04,2123,38560.79,47,627.96
M-0054,2026-05,2148,38017.68,44,615.2
M-0054,2026-06,2108,37591.78,52,613.85
M-0055,2024-01,4028,114843.79,81,1608.21
M-0055,2024-02,4096,118234.64,85,1603.02
M-0055,2024-03,4609,122733.22,115,1736.51
M-0055,2024-04,4479,120319.57,94,1668.34
M-0055,2024-05,4386,131593.01,112,1839.78
M-0055,2024-06,5050,141505.83,121,1994.11
M-0055,2024-07,4271,124952.66,99,1792.14
M-0055,2024-08,4436,129700.14,110,1887.64
M-0055,2024-09,4400,118724.26,102,1624.44
M-0055,2024-10,4881,131517.29,113,1887.19
M-0055,2024-11,6286,164447.55,161,2279.18
M-0055,2024-12,6353,191233.43,173,2801.95
M-0055,2025-01,4480,120889.98,123,1696.8
M-0055,2025-02,4597,131784.99,101,1848.26
M-0055,2025-03,5317,150407.38,114,2034.66
M-0055,2025-04,4185,130626.87,107,1851.93
M-0055,2025-05,5496,144087.81,160,2079.76
M-0055,2025-06,4704,130688.99,112,1805.3
M-0055,2025-07,4639,135763.23,113,1989.75
M-0055,2025-08,5003,135234.24,95,1953.93
M-0055,2025-09,5196,142080.22,143,1987.26
M-0055,2025-10,5707,160797.8,152,2287.12
M-0055,2025-11,5898,177619.86,160,2368.07
M-0055,2025-12,7299,212376.42,192,3103.57
M-0055,2026-01,4237,123726.82,120,1702.29
M-0055,2026-02,5587,144220.45,116,2033.53
M-0055,2026-03,5232,144336.84,120,1963.54
M-0055,2026-04,5063,154278.86,137,2292.49
M-0055,2026-05,6433,157056.16,178,2075.57
M-0055,2026-06,5569,164939.09,143,2256.34
M-0056,2024-11,102,1982.64,3,31.74
M-0056,2024-12,221,4666.53,3,72.08
M-0056,2025-01,196,3522.53,6,54.66
M-0056,2025-02,278,5483.53,3,86.74
M-0056,2025-03,388,7541.16,13,116.96
M-0056,2025-04,431,8591.12,7,133.11
M-0056,2025-05,459,9226.58,19,146.8
M-0056,2025-06,486,8723.92,7,139.36
M-0056,2025-07,541,9572.24,15,153.02
M-0056,2025-08,481,8567.89,9,140.96
M-0056,2025-09,429,8507.41,10,141.92
M-0056,2025-10,477,9655.79,9,151.81
M-0056,2025-11,485,9313.68,9,141.98
M-0056,2025-12,715,12694.29,12,207.26
M-0056,2026-01,368,7243.62,9,114.76
M-0056,2026-02,465,9450.22,10,150.77
M-0056,2026-03,469,9652.81,12,152.6
M-0056,2026-04,493,8750.33,19,143.76
M-0056,2026-05,527,9680.61,9,148.25
M-0056,2026-06,472,9348.73,10,150.66
M-0057,2025-06,463,12877.59,7,179.16
M-0057,2025-07,764,22634.98,13,327.19
M-0057,2025-08,989,29704.21,25,416.45
M-0057,2025-09,1459,37535.89,31,512.75
M-0057,2025-10,1534,45874.95,36,624.99
M-0057,2025-11,2496,64027.34,61,886.61
M-0057,2025-12,2674,81651.1,66,1175.15
M-0057,2026-01,1668,43746.55,36,601.59
M-0057,2026-02,2101,55310.94,62,762.44
M-0057,2026-03,2005,54400.6,45,782.47
M-0057,2026-04,1914,55317.4,41,765.94
M-0057,2026-05,1896,53877.86,42,722.47
M-0057,2026-06,2244,61876.94,53,839.63
M-0058,2024-01,1110,46252.39,46,893.54
M-0058,2024-02,1183,51399.36,38,1014.48
M-0058,2024-03,1279,53468.22,50,980.45
M-0058,2024-04,1368,52257.61,71,993.79
M-0058,2024-05,1256,49397.37,62,879.69
M-0058,2024-06,1270,53736.44,56,976.27
M-0058,2024-07,1329,53757.2,66,1018.38
M-0058,2024-08,1286,53949.0,52,979.38
M-0058,2024-09,1188,52037.94,47,984.32
M-0058,2024-10,1367,55940.67,63,1090.39
M-0058,2024-11,1695,67206.04,68,1235.28
M-0058,2024-12,1991,83937.15,93,1618.01
M-0058,2025-01,1117,47451.72,58,859.93
M-0058,2025-02,1291,55505.58,68,1055.06
M-0058,2025-03,1473,58852.14,48,1126.38
M-0058,2025-04,1510,63883.81,66,1135.24
M-0058,2025-05,1414,62370.22,67,1186.67
M-0058,2025-06,1538,60483.61,76,1152.61
M-0058,2025-07,1447,65464.59,65,1242.0
M-0058,2025-08,1366,54517.66,82,1014.1
M-0058,2025-09,1073,45177.33,95,844.86
M-0058,2025-10,826,34541.62,92,653.54
M-0058,2025-11,823,34318.83,114,632.73
M-0059,2024-01,2280,63135.07,47,891.95
M-0059,2024-02,2725,72938.79,62,1022.69
M-0059,2024-03,2609,72493.77,42,1035.85
M-0059,2024-04,2772,78845.24,61,1109.39
M-0059,2024-05,2817,74907.17,74,1049.44
M-0059,2024-06,2267,65399.37,65,913.5
M-0059,2024-07,2523,72661.84,65,950.89
M-0059,2024-08,2693,76700.78,66,1079.73
M-0059,2024-09,2945,82275.22,80,1147.61
M-0059,2024-10,2714,75692.64,70,1046.84
M-0059,2024-11,4062,106527.72,142,1546.37
M-0059,2024-12,4108,118279.07,109,1670.31
M-0059,2025-01,2534,67324.28,56,1022.34
M-0059,2025-02,2955,79508.96,70,1142.55
M-0059,2025-03,2802,76830.63,89,1047.23
M-0059,2025-04,3153,84022.76,72,1143.78
M-0059,2025-05,3084,83742.11,83,1195.79
M-0059,2025-06,3112,83033.31,62,1180.01
M-0059,2025-07,3101,85420.32,101,1259.33
M-0059,2025-08,2619,74762.58,51,1080.37
M-0059,2025-09,3113,89104.77,62,1253.49
M-0059,2025-10,2780,83724.65,90,1155.62
M-0059,2025-11,3877,112551.19,88,1575.68
M-0059,2025-12,4060,116462.82,113,1604.03
M-0059,2026-01,2823,77326.61,83,1060.99
M-0059,2026-02,2901,85090.61,99,1198.43
M-0059,2026-03,3023,87758.55,91,1234.11
M-0059,2026-04,3062,85395.14,73,1205.62
M-0059,2026-05,3558,95626.77,102,1360.9
M-0059,2026-06,3519,97881.82,69,1447.34
M-0060,2024-09,235,6719.98,1,97.1
M-0060,2024-10,367,10343.83,8,144.93
M-0060,2024-11,614,17617.67,17,246.62
M-0060,2024-12,910,26367.3,19,365.35
M-0060,2025-01,662,18137.33,18,256.65
M-0060,2025-02,895,24195.25,22,337.66
M-0060,2025-03,923,28001.63,29,386.78
M-0060,2025-04,871,26241.54,17,361.45
M-0060,2025-05,985,27637.23,30,359.4
M-0060,2025-06,941,26611.37,19,372.61
M-0060,2025-07,877,24793.63,24,354.87
M-0060,2025-08,951,26655.35,28,380.13
M-0060,2025-09,925,25991.64,19,345.4
M-0060,2025-10,1172,30890.27,29,429.21
M-0060,2025-11,1506,38551.58,34,523.26
M-0060,2025-12,1457,40898.03,31,562.97
M-0060,2026-01,845,23553.22,23,322.29
M-0060,2026-02,1130,30534.53,29,428.96
M-0060,2026-03,954,28000.23,19,407.15
M-0060,2026-04,1036,30853.15,25,439.2
M-0060,2026-05,1009,30236.55,27,420.75
M-0060,2026-06,1010,29493.49,18,414.05
M-0061,2026-02,158,4433.25,4,61.31
M-0061,2026-03,235,6584.26,6,90.23
M-0061,2026-04,333,9287.42,5,135.01
M-0061,2026-05,403,12275.23,16,175.33
M-0061,2026-06,495,13858.89,13,190.48
M-0062,2025-10,861,25823.84,11,354.67
